Tanggal,Jumlah Orang di Test,Orang Positif Harian,Orang Negatif Harian,Positivity Rate Kasus Baru Harian,Total Spesimen di Test,Positif,Negatif,Positivity Rate Spesimen Harian,TV Nakes,V1 Nakes,V2 Nakes,P1 Nakes,P2 Nakes,TV Lansia,V1 Lansia,V2 Lansia,P1 Lansia,P2 Lansia,TV MU,V1 MU,V2 MU,P1 MU,P2 MU,TV DKI Total,V1 DKI Total,V2 DKI Total,P1 DKI Total,P2 DKI total,V1H,V2H,TV usia_atas,V1 usia_atas,V2 usia_atas,P1 usia_atas,P2 usia_atas,TV usia_tengah,V1 usia_tengah,V2 usia_tengah,P1 usia_tengah,P2 usia_tengah,TV usia_muda,V1 usia_muda,V2 usia_muda,P1 usia_muda,P2 usia_muda,PVJ D1,PVJ D2,VGR V1,VGR V2,V3 Nakes,V3 MU,V3 Lansia,V4 Nakes ,V4 MU,V4 Lansia
2021-03-05,8787,1616,7171,0.184,11875,3639,8236,0.306,112301.0,141425.0,91078.0,125.90%,81.10%,911631.0,76451.0,0.0,8.39%,0.00%,1976757.0,64121.0,0.0,3.20%,0.00%,3000689.0,281997.0,91078.0,9.40%,3.00%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-06,8261,1834,6427,0.222,10327,3116,7211,0.302,112301.0,144046.0,91379.0,128.30%,81.40%,911631.0,79421.0,0.0,8.71%,0.00%,1976757.0,66484.0,0.0,3.40%,0.00%,3000689.0,289951.0,91379.0,9.70%,3.00%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-07,11041,1783,9258,0.161,5460,1356,4104,0.248,112301.0,177126.0,91460.0,157.70%,81.40%,911631.0,83628.0,0.0,9.17%,0.00%,1976757.0,73752.0,2514.0,3.70%,0.10%,3000689.0,334506.0,93974.0,11.10%,3.10%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-08,12172,867,11305,0.071,15215,3357,11858,0.221,112301.0,181237.0,92988.0,161.40%,82.80%,911631.0,95140.0,1.0,10.44%,0.00%,1976757.0,85333.0,3989.0,4.30%,0.20%,3000689.0,361710.0,96978.0,12.10%,3.20%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-09,13813,1040,12773,0.075,17709,4373,13336,0.247,112301.0,113326.0,89984.0,100.90%,80.10%,911631.0,135128.0,675.0,14.82%,0.07%,1976757.0,174685.0,29195.0,8.80%,1.50%,3000689.0,423139.0,119854.0,14.10%,4.00%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-10,14611,1754,12857,0.12,18264,4302,13962,0.23600000000000002,112301.0,116791.0,90681.0,104.00%,80.70%,911631.0,154251.0,1100.0,16.92%,0.12%,1976757.0,202452.0,17773.0,10.20%,0.90%,3000689.0,473494.0,109554.0,15.80%,3.70%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-11,12062,1873,10189,0.155,13865,2586,11279,0.187,112301.0,116823.0,90693.0,104.00%,80.80%,911631.0,154915.0,1103.0,16.99%,0.12%,1976757.0,211754.0,17903.0,10.70%,0.90%,3000689.0,483492.0,109699.0,16.10%,3.70%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-12,11376,1034,10342,0.091,14220,3237,10983,0.228,112301.0,118086.0,91521.0,105.20%,81.50%,911631.0,167086.0,1291.0,18.33%,0.14%,1976757.0,234403.0,20226.0,11.90%,1.00%,3000689.0,519575.0,113038.0,17.30%,3.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-13,11932,1204,10728,0.10099999999999999,15700,4613,11087,0.294,112301.0,118283.0,91748.0,105.30%,81.70%,911631.0,174327.0,1444.0,19.12%,0.16%,1976757.0,245355.0,21272.0,12.40%,1.10%,3000689.0,537965.0,114464.0,17.90%,3.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-14,9342,1555,7787,0.166,10739,1956,8783,0.182,112301.0,118301.0,91764.0,105.30%,81.70%,911631.0,179024.0,1444.0,19.64%,0.16%,1976757.0,252763.0,21413.0,12.80%,1.10%,3000689.0,550088.0,114621.0,18.30%,3.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-15,15239,835,14404,0.055,19049,3952,15097,0.207,112301.0,118983.0,92579.0,106.00%,82.40%,911631.0,197743.0,1620.0,21.69%,0.18%,1976757.0,282970.0,29871.0,14.30%,1.50%,3000689.0,599696.0,124070.0,20.00%,4.10%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-16,13736,1330,12406,0.09699999999999999,19623,6834,12789,0.348,112301.0,119531.0,93559.0,106.40%,83.30%,911631.0,216011.0,1754.0,23.70%,0.19%,1976757.0,312415.0,43891.0,15.80%,2.20%,3000689.0,647957.0,139204.0,21.60%,4.60%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-17,15107,1719,13388,0.114,18884,4075,14809,0.21600000000000003,112301.0,120003.0,94619.0,106.90%,84.30%,911631.0,236230.0,1963.0,25.91%,0.22%,1976757.0,336132.0,63154.0,17.00%,3.20%,3000689.0,692365.0,159736.0,23.10%,5.30%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-18,11497,1588,9909,0.138,14372,3103,11269,0.21600000000000003,112301.0,120608.0,99980.0,107.40%,89.00%,911631.0,257159.0,2040.0,28.21%,0.22%,1976757.0,356592.0,82412.0,18.00%,4.20%,3000689.0,734359.0,184432.0,24.50%,6.10%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-19,13204,1937,11267,0.147,16506,3572,12934,0.21600000000000003,112301.0,121260.0,97465.0,108.00%,86.80%,911631.0,280221.0,2168.0,30.74%,0.24%,1976757.0,409121.0,99709.0,20.70%,5.00%,3000689.0,810602.0,199342.0,27.00%,6.60%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-20,10562,1638,8924,0.155,13240,3137,10103,0.237,112301.0,121373.0,97612.0,108.10%,86.90%,911631.0,287749.0,2585.0,31.56%,0.28%,1976757.0,415447.0,103069.0,21.00%,5.20%,3000689.0,824569.0,203266.0,27.50%,6.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-21,8728,1474,7254,0.16899999999999998,10911,2093,8818,0.192,112301.0,121483.0,97660.0,108.20%,87.00%,911631.0,296700.0,2696.0,32.55%,0.30%,1976757.0,428256.0,103939.0,21.70%,5.30%,3000689.0,846439.0,204295.0,28.20%,6.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-22,10242,815,9427,0.08,13132,2977,10155,0.22699999999999998,112301.0,121834.0,98956.0,108.50%,88.10%,911631.0,314312.0,5263.0,34.48%,0.58%,1976757.0,443083.0,124036.0,22.40%,6.30%,3000689.0,879229.0,228255.0,29.30%,7.60%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-23,16096,890,15206,0.055,20120,4133,15987,0.205,112301.0,122199.0,100218.0,108.80%,89.20%,911631.0,337760.0,9693.0,37.05%,1.06%,1976757.0,465428.0,148494.0,23.50%,7.50%,3000689.0,925387.0,258405.0,30.80%,8.60%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-24,12742,1726,11016,0.135,15928,3326,12602,0.209,112301.0,122616.0,101248.0,109.20%,90.20%,911631.0,373557.0,15380.0,40.98%,1.69%,1976757.0,501557.0,177455.0,25.40%,9.00%,3000689.0,997730.0,294083.0,33.30%,9.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-25,13080,1381,11699,0.106,16350,3064,13286,0.187,112301.0,122916.0,101602.0,109.50%,90.50%,911631.0,394412.0,22109.0,43.26%,2.43%,1976757.0,529155.0,187424.0,26.80%,9.50%,3000689.0,1046483.0,311135.0,34.90%,10.40%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-26,13086,1354,11732,0.10300000000000001,16714,3259,13455,0.195,112301.0,123199.0,102584.0,109.70%,91.30%,911631.0,414506.0,29341.0,45.47%,3.22%,1976757.0,554981.0,211347.0,28.10%,10.70%,3000689.0,1092686.0,343272.0,36.40%,11.40%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-27,12292,1470,10822,0.12,15365,2520,12845,0.16399999999999998,112301.0,123199.0,102672.0,109.70%,91.40%,911631.0,425054.0,31070.0,46.63%,3.41%,1976757.0,573482.0,217379.0,29.00%,11.00%,3000689.0,1121735.0,351121.0,37.40%,11.70%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-28,7497,1014,6483,0.135,9372,1373,7999,0.147,112301.0,123199.0,102692.0,109.70%,91.40%,911631.0,431190.0,31149.0,47.30%,3.42%,1976757.0,585999.0,219264.0,29.60%,11.10%,3000689.0,1140388.0,353105.0,38.00%,11.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-29,11412,384,11028,0.034,14632,2722,11910,0.18600000000000003,112301.0,123199.0,103537.0,109.70%,92.20%,911631.0,444817.0,42494.0,48.79%,4.66%,1976757.0,610227.0,242034.0,30.90%,12.20%,3000689.0,1178243.0,388065.0,39.30%,12.90%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-30,13420,965,12455,0.07200000000000001,16366,3120,13246,0.191,112301.0,123199.0,104246.0,109.70%,92.80%,911631.0,460787.0,54834.0,50.55%,6.01%,1976757.0,636631.0,266245.0,32.20%,13.50%,3000689.0,1220617.0,425325.0,40.70%,14.20%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-03-31,12124,1337,10787,0.11,15156,2822,12334,0.18600000000000003,112301.0,123199.0,104773.0,109.70%,93.30%,911631.0,475190.0,66739.0,52.13%,7.32%,1976757.0,668989.0,287470.0,33.80%,14.50%,3000689.0,1267378.0,458982.0,42.20%,15.30%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-01,11141,1240,9901,0.111,13927,2485,11442,0.17800000000000002,112301.0,124396.0,107368.0,110.80%,95.60%,911631.0,477295.0,77431.0,52.36%,8.49%,1976757.0,699688.0,300935.0,35.40%,15.20%,3000689.0,1301379.0,485734.0,43.40%,16.20%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-02,7516,1098,6418,0.146,9396,1478,7918,0.157,112301.0,124396.0,107368.0,110.80%,95.60%,911631.0,485807.0,80541.0,53.29%,8.83%,1976757.0,715419.0,302306.0,36.20%,15.30%,3000689.0,1325622.0,490215.0,44.20%,16.30%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-03,7694,736,6958,0.096,10124,1744,8380,0.172,112301.0,121845.0,105485.0,108.50%,93.90%,911631.0,487262.0,83140.0,53.45%,9.12%,1976757.0,730364.0,305602.0,36.90%,15.50%,3000689.0,1339471.0,494227.0,44.60%,16.50%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-04,7333,523,6810,0.071,9778,1785,7993,0.183,112301.0,121850.0,105514.0,108.50%,94.00%,911631.0,488136.0,83786.0,53.55%,9.19%,1976757.0,742355.0,308776.0,37.60%,15.60%,3000689.0,1352341.0,498076.0,45.10%,16.60%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-05,12620,487,12133,0.039,15776,2821,12955,0.179,112301.0,122092.0,106037.0,108.70%,94.40%,911631.0,493235.0,109251.0,54.10%,11.98%,1976757.0,771861.0,330815.0,39.00%,16.70%,3000689.0,1387188.0,546103.0,46.20%,18.20%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-06,12096,862,11234,0.071,15918,2688,13230,0.16899999999999998,112301.0,122326.0,106437.0,108.90%,94.80%,911631.0,496569.0,124880.0,54.47%,13.70%,1976757.0,796248.0,349648.0,40.30%,17.70%,3000689.0,1415143.0,580965.0,47.20%,19.40%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-07,9603,1239,8364,0.129,13296,2307,10989,0.174,112301.0,122553.0,106800.0,109.10%,95.10%,911631.0,500370.0,142698.0,54.89%,15.65%,1976757.0,813740.0,369813.0,41.20%,18.70%,3000689.0,1436663.0,619311.0,47.90%,20.60%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-08,10548,1013,9535,0.096,16708,2363,14345,0.141,112301.0,123061.0,107175.0,109.60%,95.40%,911631.0,507667.0,148824.0,55.69%,16.33%,1976757.0,844961.0,388298.0,42.70%,19.60%,3000689.0,1475689.0,644297.0,49.20%,21.50%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-09,10442,977,9465,0.094,16208,2356,13852,0.145,112301.0,123387.0,107509.0,109.90%,95.70%,911631.0,516816.0,166705.0,56.69%,18.29%,1976757.0,866503.0,402918.0,43.80%,20.40%,3000689.0,1506706.0,677132.0,50.20%,22.60%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-10,8868,1031,7837,0.11599999999999999,14245,1818,12427,0.128,112301.0,123474.0,107573.0,109.90%,95.80%,911631.0,523861.0,173234.0,57.46%,19.00%,1976757.0,880884.0,406805.0,44.60%,20.60%,3000689.0,1528219.0,687612.0,50.90%,22.90%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-11,7265,692,6573,0.095,9082,1213,7869,0.134,112301.0,123485.0,107583.0,110.00%,95.80%,911631.0,526687.0,177883.0,57.77%,19.51%,1976757.0,887215.0,412014.0,44.90%,20.80%,3000689.0,1537387.0,697480.0,51.20%,23.20%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-12,7576,828,6748,0.109,14487,2357,12130,0.163,112301.0,123958.0,107968.0,110.40%,96.10%,911631.0,537125.0,196464.0,58.92%,21.55%,1976757.0,907936.0,424562.0,45.90%,21.50%,3000689.0,1569019.0,728994.0,52.30%,24.30%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-13,12934,661,12273,0.051,20115,3460,16655,0.172,112301.0,124255.0,108205.0,110.60%,96.40%,911631.0,540904.0,210810.0,59.33%,23.12%,1976757.0,918905.0,430157.0,46.50%,21.80%,3000689.0,1584064.0,749172.0,52.80%,25.00%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-14,10673,1330,9343,0.125,16048,2723,13325,0.17,112301.0,124484.0,108418.0,110.80%,96.50%,911631.0,543256.0,231255.0,59.59%,25.37%,1976757.0,930601.0,443508.0,47.10%,22.40%,3000689.0,1598341.0,783181.0,53.30%,26.10%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-15,11191,979,10212,0.087,16409,2576,13833,0.157,112301.0,124755.0,108761.0,111.10%,96.80%,911631.0,545822.0,252371.0,59.87%,27.68%,1976757.0,944880.0,452555.0,47.80%,22.90%,3000689.0,1615457.0,813687.0,53.80%,27.10%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-16,10823,1037,9786,0.096,14451,2115,12336,0.146,112301.0,125148.0,109038.0,111.40%,97.10%,911631.0,548314.0,272887.0,60.15%,29.93%,1976757.0,959985.0,458619.0,48.60%,23.20%,3000689.0,1633447.0,840544.0,54.40%,28.00%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-17,6749,950,5799,0.141,11844,1964,9880,0.166,112301.0,125188.0,109105.0,111.50%,97.20%,911631.0,549011.0,278295.0,60.22%,30.53%,1976757.0,967733.0,461648.0,49.00%,23.40%,3000689.0,1641932.0,849048.0,54.70%,28.30%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-18,8565,973,7592,0.114,11099,1551,9548,0.14,112301.0,125193.0,109105.0,111.50%,97.20%,911631.0,549394.0,281756.0,60.26%,30.91%,1976757.0,971708.0,466276.0,49.20%,23.60%,3000689.0,1646295.0,857137.0,54.90%,28.60%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-19,8601,460,8141,0.053,13690,2083,11607,0.152,112301.0,125459.0,109299.0,111.70%,97.30%,911631.0,552556.0,308789.0,60.61%,33.87%,1976757.0,990548.0,475981.0,50.10%,24.10%,3000689.0,1668563.0,894069.0,55.60%,29.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-20,11434,602,10832,0.053,14525,2487,12038,0.171,112301.0,125568.0,109421.0,111.80%,97.40%,911631.0,554268.0,320304.0,60.80%,35.14%,1976757.0,1007563.0,481378.0,51.00%,24.40%,3000689.0,1687399.0,911103.0,56.20%,30.40%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-21,10519,1266,9253,0.12,13051,1796,11255,0.138,112301.0,125808.0,109615.0,112.00%,97.60%,911631.0,556786.0,341170.0,61.08%,37.42%,1976757.0,1025472.0,493120.0,51.90%,24.90%,3000689.0,1708066.0,943905.0,56.90%,31.50%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-22,8671,884,7787,0.102,13863,2054,11809,0.14800000000000002,112301.0,126323.0,109990.0,112.50%,97.90%,911631.0,561547.0,370371.0,61.60%,40.63%,1976757.0,1058587.0,515356.0,53.60%,26.10%,3000689.0,1746457.0,995717.0,58.20%,33.20%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-23,9747,907,8840,0.09300000000000001,14348,2382,11966,0.166,112301.0,126594.0,110213.0,112.70%,98.10%,911631.0,564499.0,387901.0,61.92%,42.55%,1976757.0,1079773.0,530125.0,54.60%,26.80%,3000689.0,1770866.0,1028239.0,59.00%,34.30%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-24,7851,896,6955,0.114,13980,2245,11735,0.161,112301.0,126642.0,110273.0,112.80%,98.20%,911631.0,565373.0,392124.0,62.02%,43.01%,1976757.0,1092495.0,543877.0,55.30%,27.50%,3000689.0,1784510.0,1046274.0,59.50%,34.90%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-25,6846,749,6097,0.109,8558,1480,7078,0.17300000000000001,112301.0,126663.0,110297.0,112.80%,98.20%,911631.0,565919.0,394656.0,62.08%,43.29%,1976757.0,1103805.0,554636.0,55.80%,28.10%,3000689.0,1796387.0,1059589.0,59.90%,35.30%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-26,7856,393,7463,0.05,14746,2253,12493,0.153,112301.0,126864.0,110554.0,113.00%,98.40%,911631.0,568335.0,416922.0,62.34%,45.73%,1976757.0,1127512.0,577131.0,57.00%,29.20%,3000689.0,1822711.0,1104607.0,60.70%,36.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-27,10830,639,10191,0.059000000000000004,14992,2325,12667,0.155,112301.0,127101.0,110788.0,113.20%,98.70%,911631.0,570852.0,432310.0,62.62%,47.42%,1976757.0,1152521.0,699388.0,58.30%,35.40%,3000689.0,1850474.0,1242486.0,61.70%,41.40%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-28,9559,987,8572,0.10300000000000001,12120,1863,10257,0.154,112301.0,127317.0,111063.0,113.40%,98.90%,911631.0,572898.0,446748.0,62.84%,49.01%,1976757.0,1178054.0,625051.0,59.60%,31.60%,3000689.0,1878269.0,1182862.0,62.60%,39.40%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-29,9712,789,8923,0.081,14576,2600,11976,0.17800000000000002,112301.0,127525.0,111399.0,113.60%,99.20%,911631.0,574631.0,453025.0,63.03%,49.69%,1976757.0,1203940.0,650068.0,60.90%,32.90%,3000689.0,1906096.0,1214492.0,63.50%,40.50%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-04-30,9962,926,9036,0.09300000000000001,17048,2163,14885,0.127,112301.0,127800.0,111554.0,113.80%,99.30%,911631.0,576085.0,455627.0,63.19%,49.98%,1976757.0,1231164.0,664088.0,62.30%,33.60%,3000689.0,1935049.0,1231269.0,64.50%,41.00%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-05-01,6957,854,6103,0.12300000000000001,11590,2128,9462,0.184,112301.0,127812.0,111574.0,113.80%,99.40%,911631.0,576250.0,456820.0,63.21%,50.11%,1976757.0,1239584.0,676798.0,62.70%,34.20%,3000689.0,1943646.0,1245192.0,64.80%,41.50%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-05-02,6765,757,6008,0.11199999999999999,9020,888,8132,0.098,112301.0,127813.0,111576.0,113.80%,99.40%,911631.0,576362.0,457590.0,63.22%,50.19%,1976757.0,1243811.0,687800.0,62.90%,34.80%,3000689.0,1947986.0,1256966.0,64.90%,41.90%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-05-03,8154,416,7738,0.051,17082,2275,14807,0.133,112301.0,128009.0,111795.0,114.00%,99.50%,911631.0,577667.0,462354.0,63.37%,50.72%,1976757.0,1262887.0,712884.0,63.90%,36.10%,3000689.0,1968563.0,1287033.0,65.60%,42.90%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
2021-05-04,10686,845,9841,0.079,17285,2448,14837,0.142,112301.0,128375.0,112125.0,114.30%,99.80%,911631.0,578758.0,466027.0,63.49%,51.12%,1976757.0,1287142.0,735527.0,65.10%,37.20%,3000689.0,1994275.0,1313679.0,66.50%,43.80%,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
