Tanggal,Jumlah Orang di Test,Orang Positif Harian,Orang Negatif Harian,Positivity Rate Kasus Baru Harian,Total Spesimen di Test,Positif,Negatif,Positivity Rate Spesimen Harian,TV Nakes,V1 Nakes,V2 Nakes,P1 Nakes,P2 Nakes,TV Lansia,V1 Lansia,V2 Lansia,P1 Lansia,P2 Lansia,TV MU,V1 MU,V2 MU,P1 MU,P2 MU,TV DKI Total,V1 DKI Total,V2 DKI Total,P1 DKI Total,P2 DKI total,V1H,V2H,TV usia_atas,V1 usia_atas,V2 usia_atas,P1 usia_atas,P2 usia_atas,TV usia_tengah,V1 usia_tengah,V2 usia_tengah,P1 usia_tengah,P2 usia_tengah,TV usia_muda,V1 usia_muda,V2 usia_muda,P1 usia_muda,P2 usia_muda,PVJ D1,PVJ D2,VGR V1,VGR V2,V3 Nakes,V3 MU,V3 Lansia,V4 Nakes ,V4 MU,V4 Lansia
2022-06-01,5809,158,5651,0.027000000000000003,6675,234,6441,0.035,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799564.0,732008.0,80.56%,73.76%,1976757.0,11547537.0,9794188.0,584.20%,495.50%,10083716.0,12531551.0,10703334.0,124.30%,106.10%,1255.0,1019.0,6955063.0,9520854.0,8129820.0,136.90%,116.90%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,833343.0,704653.0,72.94%,61.68%,10.20%,6.50%,227248.0,222576.0,88436,3808601.0,0,0,0.0,0
2022-06-02,5124,173,4951,0.034,5972,239,5733,0.04,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799585.0,732023.0,80.57%,73.76%,1976757.0,11547877.0,9794495.0,584.20%,495.50%,10083716.0,12531912.0,10703656.0,124.30%,106.10%,361.0,322.0,6955063.0,9521137.0,8130048.0,136.90%,116.90%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,833400.0,704732.0,72.94%,61.68%,0.80%,0.50%,227248.0,222576.0,88442,3810057.0,0,0,0.0,0
2022-06-03,7135,173,6962,0.024,8233,271,7962,0.033,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799632.0,732080.0,80.57%,73.76%,1976757.0,11548879.0,9795482.0,584.20%,495.50%,10083716.0,12532961.0,10704700.0,124.30%,106.20%,1049.0,1044.0,6955063.0,9522037.0,8130800.0,136.90%,116.90%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,833502.0,704967.0,72.95%,61.70%,2.40%,1.80%,227248.0,222576.0,88482,3816651.0,0,0,0.0,0
2022-06-04,5967,195,5772,0.033,6857,305,6552,0.044000000000000004,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799681.0,732135.0,80.58%,73.77%,1976757.0,11549970.0,9796461.0,584.30%,495.60%,10083716.0,12534101.0,10705734.0,124.30%,106.20%,1140.0,1034.0,6955063.0,9523006.0,8131588.0,136.90%,116.90%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,833624.0,705158.0,72.96%,61.72%,2.80%,2.10%,227248.0,222576.0,88546,3823427.0,0,0,0.0,0
2022-06-05,3965,147,3818,0.037000000000000005,4718,227,4491,0.048,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799703.0,732157.0,80.58%,73.77%,1976757.0,11550300.0,9796902.0,584.30%,495.60%,10083716.0,12534453.0,10706197.0,124.30%,106.20%,352.0,463.0,6955063.0,9523265.0,8131942.0,136.90%,116.90%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,833695.0,705245.0,72.97%,61.73%,0.60%,0.50%,227248.0,222576.0,88561,3826702.0,0,0,0.0,0
2022-06-06,6055,260,5795,0.043,6452,321,6131,0.05,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799710.0,732167.0,80.58%,73.77%,1976757.0,11550403.0,9797119.0,584.30%,495.60%,10083716.0,12534563.0,10706424.0,124.30%,106.20%,110.0,227.0,6955063.0,9523351.0,8132131.0,136.90%,116.90%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,833712.0,705273.0,72.97%,61.73%,4.00%,16.50%,227248.0,222576.0,88567,3827608.0,0,0,0.0,0
2022-06-07,7743,288,7455,0.037000000000000005,9009,404,8605,0.045,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799802.0,732231.0,80.59%,73.78%,1976757.0,11552602.0,9798029.0,584.40%,495.70%,10083716.0,12536854.0,10707398.0,124.30%,106.20%,2291.0,974.0,6955063.0,9525411.0,8132848.0,137.00%,116.90%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,833851.0,705466.0,72.98%,61.75%,6.20%,1.80%,227248.0,222576.0,88595,3832646.0,0,0,0.0,0
2022-06-08,5851,276,5575,0.047,6888,386,6502,0.055999999999999994,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799846.0,732316.0,80.59%,73.79%,1976757.0,11553582.0,9798995.0,584.50%,495.70%,10083716.0,12537878.0,10708449.0,124.30%,106.20%,1024.0,1051.0,6955063.0,9526269.0,8133651.0,137.00%,116.90%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,833973.0,705629.0,73.00%,61.76%,0.60%,1.00%,227248.0,222576.0,88635,3838002.0,0,0,0.0,0
2022-06-09,7429,333,7096,0.045,8333,450,7883,0.054000000000000006,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799896.0,732390.0,80.60%,73.80%,1976757.0,11554719.0,9800012.0,584.50%,495.80%,10083716.0,12539065.0,10709540.0,124.30%,106.20%,1187.0,1091.0,6955063.0,9527287.0,8134456.0,137.00%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,834092.0,705841.0,73.01%,61.78%,2.40%,1.70%,227248.0,222576.0,88679,3843652.0,0,0,0.0,0
2022-06-10,7091,314,6777,0.044000000000000004,8057,410,7647,0.051,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799923.0,732434.0,80.60%,73.80%,1976757.0,11555590.0,9800664.0,584.60%,495.80%,10083716.0,12539963.0,10710236.0,124.40%,106.20%,898.0,696.0,6955063.0,9528063.0,8134980.0,137.00%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,834187.0,705969.0,73.01%,61.79%,4.00%,2.60%,227248.0,222576.0,88716,3846720.0,0,0,0.0,0
2022-06-11,6389,322,6067,0.05,6945,445,6500,0.064,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799961.0,732473.0,80.60%,73.80%,1976757.0,11556705.0,9801558.0,584.60%,495.80%,10083716.0,12541116.0,10711169.0,124.40%,106.20%,1153.0,933.0,6955063.0,9529040.0,8135658.0,137.00%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,834325.0,706185.0,73.03%,61.81%,2.60%,1.70%,227248.0,222576.0,88744,3850829.0,0,0,0.0,0
2022-06-12,5541,348,5193,0.063,5960,460,5500,0.077,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799976.0,732488.0,80.61%,73.81%,1976757.0,11557000.0,9801783.0,584.60%,495.90%,10083716.0,12541426.0,10711409.0,124.40%,106.20%,310.0,240.0,6955063.0,9529307.0,8135838.0,137.00%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,834353.0,706230.0,73.03%,61.81%,0.70%,0.40%,227248.0,222576.0,88752,3852161.0,0,0,0.0,0
2022-06-13,8034,517,7517,0.064,8632,646,7986,0.075,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,799998.0,732504.0,80.61%,73.81%,1976757.0,11557239.0,9801960.0,584.70%,495.90%,10083716.0,12541687.0,10711602.0,124.40%,106.20%,261.0,193.0,6955063.0,9529534.0,8135994.0,137.00%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,834365.0,706251.0,73.03%,61.82%,1.20%,0.70%,227248.0,222576.0,88756,3853051.0,0,0,0.0,0
2022-06-14,9518,730,8788,0.077,10122,908,9214,0.09,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800053.0,732585.0,80.61%,73.81%,1976757.0,11558050.0,9803150.0,584.70%,495.90%,10083716.0,12542553.0,10712873.0,124.40%,106.20%,866.0,1271.0,6955063.0,9530200.0,8136964.0,137.00%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,834510.0,706471.0,73.04%,61.84%,5.60%,8.60%,227248.0,222576.0,88802,3861135.0,0,0,0.0,0
2022-06-15,8362,696,7666,0.083,8917,916,8001,0.10300000000000001,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800097.0,732650.0,80.62%,73.82%,1976757.0,11558990.0,9804197.0,584.70%,496.00%,10083716.0,12543537.0,10713985.0,124.40%,106.30%,984.0,1112.0,6955063.0,9530994.0,8137762.0,137.00%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,834656.0,706720.0,73.05%,61.86%,1.70%,1.50%,227248.0,222576.0,88862,3868544.0,0,0,0.0,0
2022-06-16,8605,686,7919,0.08,9441,938,8503,0.099,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800169.0,732703.0,80.62%,73.83%,1976757.0,11559971.0,9805147.0,584.80%,496.00%,10083716.0,12544590.0,10714988.0,124.40%,106.30%,1053.0,1003.0,6955063.0,9531824.0,8138452.0,137.00%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,834807.0,706980.0,73.07%,61.88%,1.80%,1.50%,227248.0,222576.0,88925,3875024.0,0,0,0.0,0
2022-06-17,9176,733,8443,0.08,9888,968,8920,0.098,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800258.0,732747.0,80.63%,73.83%,1976757.0,11560962.0,9806182.0,584.80%,496.10%,10083716.0,12545670.0,10716067.0,124.40%,106.30%,1080.0,1079.0,6955063.0,9532666.0,8139187.0,137.10%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,834956.0,707280.0,73.08%,61.91%,1.10%,0.90%,227248.0,222576.0,88982,3881806.0,0,0,0.0,0
2022-06-18,8919,735,8184,0.08199999999999999,10120,996,9124,0.098,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800296.0,732794.0,80.64%,73.84%,1976757.0,11562058.0,9807300.0,584.90%,496.10%,10083716.0,12546804.0,10717232.0,124.40%,106.30%,1134.0,1165.0,6955063.0,9533606.0,8140025.0,137.10%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,835112.0,707560.0,73.09%,61.93%,3.20%,2.30%,227248.0,222576.0,89024,3889411.0,0,0,0.0,0
2022-06-19,6621,701,5920,0.106,7990,1020,6970,0.128,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800325.0,732818.0,80.64%,73.84%,1976757.0,11562465.0,9807699.0,584.90%,496.20%,10083716.0,12547240.0,10717655.0,124.40%,106.30%,436.0,423.0,6955063.0,9533956.0,8140340.0,137.10%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,835169.0,707644.0,73.10%,61.94%,3.00%,2.30%,227248.0,222576.0,89041,3892942.0,0,0,0.0,0
2022-06-20,8164,953,7211,0.11699999999999999,9297,1404,7893,0.151,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800337.0,732834.0,80.64%,73.84%,1976757.0,11562757.0,9807992.0,584.90%,496.20%,10083716.0,12547544.0,10717964.0,124.40%,106.30%,304.0,309.0,6955063.0,9534216.0,8140567.0,137.10%,117.00%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,835201.0,707710.0,73.10%,61.94%,1.00%,0.60%,227248.0,222576.0,89048,3895663.0,0,0,0.0,0
2022-06-21,9903,1226,8677,0.124,10772,1625,9147,0.151,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800390.0,732904.0,80.65%,73.85%,1976757.0,11563947.0,9809275.0,585.00%,496.20%,10083716.0,12548787.0,10719317.0,124.40%,106.30%,1243.0,1353.0,6955063.0,9535239.0,8141539.0,137.10%,117.10%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,835368.0,708021.0,73.12%,61.97%,12.10%,16.60%,227248.0,222576.0,89075,3902346.0,0,0,0.0,0
2022-06-22,9320,1054,8266,0.113,10463,1473,8990,0.141,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800436.0,732933.0,80.65%,73.85%,1976757.0,11565146.0,9810045.0,585.10%,496.30%,10083716.0,12550032.0,10720116.0,124.50%,106.30%,1245.0,799.0,6955063.0,9536279.0,8142150.0,137.10%,117.10%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,835527.0,708180.0,73.13%,61.98%,2.30%,1.00%,227248.0,222576.0,89089,3905735.0,0,0,0.0,0
2022-06-23,11105,1266,9839,0.114,12206,1737,10469,0.142,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800515.0,733059.0,80.66%,73.86%,1976757.0,11565868.0,9812263.0,585.10%,496.40%,10083716.0,12550833.0,10722460.0,124.50%,106.30%,801.0,2344.0,6955063.0,9536808.0,8143902.0,137.10%,117.10%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,835720.0,708646.0,73.15%,62.03%,4.90%,16.50%,227248.0,222576.0,89176,3919763.0,0,0,0.0,0
2022-06-24,9029,1045,7984,0.11599999999999999,9813,1458,8355,0.149,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800570.0,733143.0,80.67%,73.87%,1976757.0,11566873.0,9813762.0,585.10%,496.50%,10083716.0,12551893.0,10724043.0,124.50%,106.40%,1060.0,1583.0,6955063.0,9537627.0,8145117.0,137.10%,117.10%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,835906.0,708930.0,73.16%,62.05%,2.80%,2.80%,227248.0,222576.0,89233,3928868.0,0,0,0.0,0
2022-06-25,8172,1055,7117,0.129,10064,1668,8396,0.166,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800609.0,733172.0,80.67%,73.87%,1976757.0,11567951.0,9814500.0,585.20%,496.50%,10083716.0,12553010.0,10724810.0,124.50%,106.40%,1117.0,767.0,6955063.0,9538552.0,8145716.0,137.10%,117.10%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,836059.0,709069.0,73.18%,62.06%,3.60%,1.10%,227248.0,222576.0,89247,3933077.0,0,0,0.0,0
2022-06-26,6104,838,5266,0.13699999999999998,7190,1263,5927,0.17600000000000002,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800663.0,733254.0,80.67%,73.88%,1976757.0,11568294.0,9815971.0,585.20%,496.60%,10083716.0,12553407.0,10726363.0,124.50%,106.40%,397.0,1553.0,6955063.0,9538804.0,8146939.0,137.10%,117.10%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,836150.0,709317.0,73.19%,62.08%,1.70%,3.00%,227248.0,222576.0,89313,3945231.0,0,0,0.0,0
2022-06-27,9743,1250,8493,0.128,10356,1576,8780,0.152,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800721.0,733287.0,80.68%,73.89%,1976757.0,11568515.0,9816490.0,585.20%,496.60%,10083716.0,12553686.0,10726915.0,124.50%,106.40%,279.0,552.0,6955063.0,9538980.0,8147396.0,137.20%,117.10%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,836195.0,709379.0,73.19%,62.09%,1.70%,1.40%,227248.0,222576.0,89327,3950076.0,0,0,0.0,0
2022-06-28,11842,1134,10708,0.096,12981,1605,11376,0.124,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800771.0,733329.0,80.69%,73.89%,1976757.0,11569707.0,9817259.0,585.30%,496.60%,10083716.0,12554928.0,10727726.0,124.50%,106.40%,1242.0,811.0,6955063.0,9540030.0,8148026.0,137.20%,117.20%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,836337.0,709518.0,73.20%,62.10%,4.80%,1.80%,227248.0,222576.0,89340,3954539.0,0,0,0.0,0
2022-06-29,11784,1255,10529,0.107,12468,1654,10814,0.133,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800815.0,733388.0,80.69%,73.90%,1976757.0,11570707.0,9818996.0,585.30%,496.70%,10083716.0,12555972.0,10729522.0,124.50%,106.40%,1044.0,1796.0,6955063.0,9540837.0,8149468.0,137.20%,117.20%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,836530.0,709813.0,73.22%,62.13%,1.80%,1.90%,227248.0,222576.0,89383,3964916.0,0,0,0.0,0
2022-06-30,10423,1100,9323,0.106,12099,1539,10560,0.127,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800877.0,733437.0,80.70%,73.90%,1976757.0,11572013.0,9819890.0,585.40%,496.80%,10083716.0,12557340.0,10730465.0,124.50%,106.40%,1368.0,943.0,6955063.0,9542017.0,8150197.0,137.20%,117.20%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,836656.0,709978.0,73.23%,62.14%,7.30%,5.90%,227248.0,222576.0,89397,3970314.0,0,0,0.0,0
2022-07-01,9358,983,8375,0.105,10703,1364,9339,0.127,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,800957.0,733551.0,80.70%,73.91%,1976757.0,11573344.0,9821994.0,585.50%,496.90%,10083716.0,12558751.0,10732683.0,124.50%,106.40%,1411.0,2218.0,6955063.0,9543169.0,8151999.0,137.20%,117.20%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,836835.0,710280.0,73.25%,62.17%,2.30%,2.40%,227248.0,222576.0,89499,3984940.0,372242,0,0.0,0
2022-07-02,9452,931,8521,0.098,10749,1298,9451,0.121,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801013.0,733611.0,80.71%,73.92%,1976757.0,11574009.0,9823431.0,585.50%,496.90%,10083716.0,12559472.0,10734180.0,124.60%,106.50%,721.0,1497.0,6955063.0,9543690.0,8153204.0,137.20%,117.20%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,836979.0,710512.0,73.26%,62.19%,7.10%,23.00%,227248.0,222576.0,89561,3996028.0,372291,0,0.0,0
2022-07-03,5851,737,5114,0.126,6435,1001,5434,0.156,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801038.0,733636.0,80.71%,73.92%,1976757.0,11574230.0,9823911.0,585.50%,497.00%,10083716.0,12559718.0,10734685.0,124.60%,106.50%,246.0,505.0,6955063.0,9543845.0,8153613.0,137.20%,117.20%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,837045.0,710583.0,73.26%,62.20%,1.20%,1.30%,227248.0,222576.0,89575,3999912.0,373049,0,0.0,0
2022-07-04,9684,1276,8408,0.132,10221,1541,8680,0.151,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801047.0,733649.0,80.71%,73.92%,1976757.0,11574413.0,9824201.0,585.50%,497.00%,10083716.0,12559910.0,10734988.0,124.60%,106.50%,192.0,303.0,6955063.0,9544002.0,8153817.0,137.20%,117.20%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,837071.0,710669.0,73.27%,62.20%,1.70%,1.10%,227248.0,222576.0,89588,4002348.0,373398,0,0.0,0
2022-07-05,11827,1516,10311,0.128,13605,2099,11506,0.154,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801107.0,733718.0,80.72%,73.93%,1976757.0,11575396.0,9825099.0,585.60%,497.00%,10083716.0,12560953.0,10735955.0,124.60%,106.50%,1043.0,967.0,6955063.0,9544826.0,8154527.0,137.20%,117.20%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,837230.0,710857.0,73.28%,62.22%,5.40%,3.50%,227248.0,222576.0,89652,4007819.0,373931,0,0.0,0
2022-07-06,10979,1476,9503,0.134,12789,2113,10676,0.165,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801161.0,733773.0,80.72%,73.93%,1976757.0,11576284.0,9826055.0,585.60%,497.10%,10083716.0,12561895.0,10736966.0,124.60%,106.50%,942.0,1011.0,6955063.0,9545551.0,8155318.0,137.20%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,837393.0,711022.0,73.29%,62.23%,3.50%,4.30%,227248.0,222576.0,89688,4014337.0,374486,0,0.0,0
2022-07-07,10005,1151,8854,0.115,12404,1892,10512,0.153,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801370.0,733719.0,80.75%,73.93%,1976757.0,11581937.0,9826109.0,585.90%,497.10%,10083716.0,12567757.0,10736966.0,124.60%,106.50%,5862.0,0.0,6955063.0,9551039.0,8155181.0,137.30%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,837558.0,711213.0,73.31%,62.25%,#DIV/0!,#DIV/0!,227248.0,222576.0,89710,4022044.0,375072,0,0.0,0
2022-07-08,12742,1478,11264,0.11599999999999999,14083,2135,11948,0.152,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801370.0,733824.0,80.75%,73.94%,1976757.0,11581937.0,9826616.0,585.90%,497.10%,10083716.0,12567757.0,10737578.0,124.60%,106.50%,0.0,612.0,6955063.0,9550813.0,8155423.0,137.30%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,837784.0,711478.0,73.33%,62.27%,0.00%,0.80%,227248.0,222576.0,89848,4037422.0,376115,0,0.0,0
2022-07-09,10893,1675,9218,0.154,11061,1720,9341,0.156,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801408.0,733914.0,80.75%,73.95%,1976757.0,11581899.0,9828351.0,585.90%,497.20%,10083716.0,12567757.0,10739403.0,124.60%,106.50%,0.0,1825.0,6955063.0,9550549.0,8156784.0,137.30%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,838010.0,711852.0,73.35%,62.31%,#DIV/0!,0.40%,227248.0,222576.0,89965,4056693.0,377384,0,0.0,0
2022-07-10,5789,812,4977,0.14,6556,1102,5454,0.168,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801437.0,733946.0,80.75%,73.95%,1976757.0,11582178.0,9828837.0,585.90%,497.20%,10083716.0,12568065.0,10739921.0,124.60%,106.50%,308.0,518.0,6955063.0,9550750.0,8157111.0,137.30%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,838088.0,712011.0,73.36%,62.32%,#DIV/0!,#DIV/0!,227248.0,222576.0,90096,4068550.0,378051,0,0.0,0
2022-07-11,10548,1594,8954,0.151,11589,1939,9650,0.16699999999999998,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801447.0,733950.0,80.75%,73.95%,1976757.0,11582323.0,9828856.0,585.90%,497.20%,10083716.0,12568220.0,10739944.0,124.60%,106.50%,155.0,23.0,6955063.0,9550888.0,8157121.0,137.30%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,838095.0,712020.0,73.36%,62.32%,#DIV/0!,#DIV/0!,227248.0,222576.0,90116,4069615.0,378093,0,0.0,0
2022-07-12,12314,2021,10293,0.16399999999999998,13705,2598,11107,0.19,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801515.0,734000.0,80.76%,73.96%,1976757.0,11583511.0,9829744.0,586.00%,497.30%,10083716.0,12569476.0,10740882.0,124.70%,106.50%,1256.0,938.0,6955063.0,9551915.0,8157846.0,137.30%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,838256.0,712183.0,73.37%,62.34%,#DIV/0!,#DIV/0!,227248.0,222576.0,90188,4080858.0,378950,0,0.0,0
2022-07-13,11594,1749,9845,0.151,13173,2379,10794,0.18100000000000002,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801583.0,734060.0,80.77%,73.96%,1976757.0,11584810.0,9830852.0,586.10%,497.30%,10083716.0,12570843.0,10742050.0,124.70%,106.50%,1367.0,1168.0,6955063.0,9553036.0,8158735.0,137.40%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,838434.0,712402.0,73.39%,62.35%,#DIV/0!,#DIV/0!,227248.0,222576.0,90283,4095263.0,380109,0,0.0,0
2022-07-14,11683,1613,10070,0.138,13126,2221,10905,0.16899999999999998,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801631.0,734086.0,80.77%,73.97%,1976757.0,11585958.0,9831449.0,586.10%,497.40%,10083716.0,12572039.0,10742673.0,124.70%,106.50%,1196.0,623.0,6955063.0,9554038.0,8159246.0,137.40%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,838580.0,712488.0,73.40%,62.36%,#DIV/0!,#DIV/0!,227248.0,222576.0,90302,4101201.0,380430,0,0.0,0
2022-07-15,15046,2131,12915,0.142,17794,3177,14617,0.179,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801712.0,734146.0,80.78%,73.97%,1976757.0,11587524.0,9832789.0,586.20%,497.40%,10083716.0,12573686.0,10744073.0,124.70%,106.50%,1647.0,1400.0,6955063.0,9555370.0,8160305.0,137.40%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,838814.0,712769.0,73.42%,62.39%,6.70%,#DIV/0!,227248.0,222576.0,90427,4126836.0,382251,0,0.0,0
2022-07-16,18354,2002,16352,0.109,20137,2973,17164,0.14800000000000002,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801769.0,734194.0,80.79%,73.98%,1976757.0,11588876.0,9833902.0,586.30%,497.50%,10083716.0,12575095.0,10745234.0,124.70%,106.60%,1409.0,1161.0,6955063.0,9556510.0,8161145.0,137.40%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,839026.0,713042.0,73.44%,62.41%,4.60%,#DIV/0!,227248.0,222576.0,90545,4148076.0,383792,0,0.0,0
2022-07-17,10701,1864,8837,0.174,11680,2548,9132,0.218,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801805.0,734240.0,80.79%,73.98%,1976757.0,11589652.0,9834690.0,586.30%,497.50%,10083716.0,12575907.0,10746068.0,124.70%,106.60%,812.0,834.0,6955063.0,9557172.0,8161716.0,137.40%,117.30%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,839140.0,713259.0,73.45%,62.43%,#DIV/0!,#DIV/0!,227248.0,222576.0,90648,4162802.0,384240,0,0.0,0
2022-07-18,13498,2485,11013,0.184,14363,3288,11075,0.22899999999999998,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801826.0,734257.0,80.79%,73.98%,1976757.0,11589958.0,9834964.0,586.30%,497.50%,10083716.0,12576234.0,10746359.0,124.70%,106.60%,327.0,291.0,6955063.0,9557444.0,8161937.0,137.40%,117.40%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,839174.0,713312.0,73.45%,62.43%,0.80%,#DIV/0!,227248.0,222576.0,90667,4167918.0,384257,0,0.0,0
2022-07-19,16257,2950,13307,0.18100000000000002,17382,3930,13452,0.226,112301.0,184450.0,177138.0,164.20%,157.70%,992461.0,801849.0,734280.0,80.79%,73.99%,1976757.0,11590859.0,9835457.0,586.40%,497.60%,10083716.0,12577158.0,10746875.0,124.70%,106.60%,924.0,516.0,6955063.0,9558191.0,8162362.0,137.40%,117.40%,993687.0,1377790.0,1136853.0,138.70%,114.40%,1142505.0,839328.0,713380.0,73.46%,62.44%,3.30%,#DIV/0!,227248.0,222576.0,90716,4175583.0,384885,0,0.0,0
