Tanggal,Jumlah Orang di Test,Orang Positif Harian,Positivity Rate Kasus Baru Harian,Total Spesimen di Test,Positif,Positivity Rate Spesimen Harian,V1 usia_atas,V2 usia_atas,V1 usia_tengah,V2 usia_tengah,V1 usia_muda,V2 usia_muda
2022-01-28,34609.0,5765.0,16.70%,37215.0,7953.0,21.4%,9163089.0,7591219.0,1377790.0,1136853.0,789566.0,423326.0
2022-01-29,37417.0,6613.0,17.70%,39387.0,7905.0,20.1%,9164445.0,7595730.0,1377790.0,1136853.0,791352.0,441576.0
2022-01-30,29951.0,5268.0,17.60%,31546.0,6820.0,21.6%,9166036.0,7600119.0,1377790.0,1136853.0,791992.0,448149.0
2022-01-31,35683.0,6391.0,17.90%,38369.0,9821.0,25.6%,9166084.0,7600219.0,1377790.0,1136853.0,792043.0,448191.0
2022-02-01,42329.0,9132.0,21.60%,45516.0,12196.0,26.8%,9169795.0,7609758.0,1377790.0,1136853.0,792400.0,464526.0
2022-02-02,48365.0,10317.0,21.30%,58272.0,17336.0,29.8%,9170076.0,7610398.0,1377790.0,1136853.0,792468.0,464680.0
2022-02-03,55471.0,13179.0,23.80%,67648.0,21881.0,32.3%,9171503.0,7618017.0,1377790.0,1136853.0,793798.0,482522.0
2022-02-04,59293.0,12774.0,21.50%,70587.0,22158.0,31.4%,9175780.0,7627321.0,1377790.0,1136853.0,793798.0,499111.0
2022-02-05,60406.0,15825.0,26.20%,73666.0,28220.0,38.3%,9178974.0,7635830.0,1377790.0,1136853.0,793798.0,513700.0
2022-02-06,53369.0,12682.0,23.80%,62788.0,21938.0,34.9%,9180042.0,7637717.0,1377790.0,1136853.0,793798.0,515333.0
2022-02-07,47982.0,10817.0,22.50%,57810.0,20132.0,34.8%,9180196.0,7637751.0,1377790.0,1136853.0,793798.0,515333.0
2022-02-08,55262.0,14353.0,26.00%,69953.0,27874.0,39.8%,9182930.0,7646014.0,1377790.0,1136853.0,793798.0,529767.0
2022-02-09,43363.0,11090.0,25.60%,53535.0,20373.0,38.1%,9185071.0,7652165.0,1377790.0,1136853.0,793798.0,540603.0
2022-02-10,60664.0,10707.0,17.60%,86663.0,33810.0,39.0%,9187919.0,7655510.0,1377790.0,1136853.0,793798.0,555495.0
2022-02-11,48831.0,12417.0,25.40%,62604.0,25131.0,40.1%,9188065.0,7657555.0,1377790.0,1136853.0,796359.0,570762.0
2022-02-12,57063.0,10172.0,17.80%,77427.0,30508.0,39.4%,9182802.0,7656387.0,1377790.0,1136853.0,803543.0,586680.0
2022-02-13,47037.0,10275.0,21.80%,59921.0,22800.0,38.1%,9183874.0,7658141.0,1377790.0,1136853.0,803646.0,588456.0
2022-02-14,45132.0,9482.0,21.00%,58236.0,22109.0,38.0%,9184116.0,7658854.0,1377790.0,1136853.0,803675.0,588757.0
2022-02-15,56203.0,12388.0,22.00%,74938.0,29060.0,38.8%,9186372.0,7663759.0,1377790.0,1136853.0,803880.0,594298.0
2022-02-16,58034.0,8536.0,14.70%,81880.0,31866.0,38.9%,9187614.0,7668359.0,1377790.0,1136853.0,805316.0,601493.0
2022-02-17,57003.0,8189.0,14.40%,77504.0,28622.0,36.9%,9189974.0,7674018.0,1377790.0,1136853.0,805354.0,606560.0
2022-02-18,53128.0,9453.0,17.80%,65665.0,21918.0,33.4%,9410445.0,7893568.0,1377790.0,1136853.0,806769.0,612681.0
2022-02-19,50715.0,8136.0,16.00%,61848.0,19011.0,30.7%,9411191.0,7897435.0,1377790.0,1136853.0,808205.0,618155.0
2022-02-20,42099.0,5358.0,12.70%,50722.0,13463.0,26.5%,9411710.0,7897438.0,1377790.0,1136853.0,808374.0,619009.0
2022-02-21,41144.0,5208.0,12.70%,51431.0,14580.0,28.3%,9411555.0,7897136.0,1377790.0,1136853.0,808786.0,619497.0
2022-02-22,53089.0,7295.0,13.70%,65301.0,19341.0,29.6%,9412684.0,7901630.0,1377790.0,1136853.0,809365.0,623249.0
2022-02-23,42656.0,6855.0,16.10%,52020.0,15598.0,30.0%,9415384.0,7907224.0,1377790.0,1136853.0,809365.0,627090.0
2022-02-24,40395.0,4524.0,11.20%,51789.0,15838.0,30.6%,9417332.0,7912553.0,1377790.0,1136853.0,809484.0,629933.0
2022-02-25,40636.0,4675.0,11.50%,49557.0,13132.0,26.5%,9418227.0,7917081.0,1377790.0,1136853.0,810628.0,634251.0
2022-02-26,36117.0,3957.0,11.00%,44046.0,11418.0,25.9%,9419268.0,7920925.0,1377790.0,1136853.0,811028.0,637429.0
2022-02-27,33599.0,7300.0,21.70%,35368.0,8509.0,24.1%,9419288.0,7920936.0,1377790.0,1136853.0,811029.0,637433.0
2022-02-28,28529.0,3634.0,12.70%,32420.0,7005.0,21.6%,9419309.0,7920727.0,1377790.0,1136853.0,811460.0,638270.0
2022-03-01,34276.0,4196.0,12.20%,39398.0,8655.0,22.0%,9420127.0,7923161.0,1377790.0,1136853.0,811840.0,639355.0
2022-03-02,35101.0,4669.0,13.30%,40816.0,9743.0,23.9%,9420159.0,7923249.0,1377790.0,1136853.0,811845.0,639369.0
2022-03-03,29509.0,3727.0,12.60%,33533.0,7436.0,22.2%,9422584.0,7929013.0,1377790.0,1136853.0,811845.0,644126.0
2022-03-04,27599.0,3059.0,11.10%,31011.0,6221.0,20.1%,9424519.0,7929542.0,1377790.0,1136853.0,812611.0,644264.0
2022-03-05,30686.0,3669.0,12.00%,34871.0,7679.0,22.0%,9426473.0,7932737.0,1377790.0,1136853.0,812919.0,646990.0
2022-03-06,27104.0,2693.0,9.90%,30116.0,5447.0,18.1%,9426946.0,7932231.0,1377790.0,1136853.0,813024.0,647496.0
2022-03-07,26370.0,3569.0,13.50%,29966.0,6364.0,21.2%,9427169.0,7932149.0,1377790.0,1136853.0,813053.0,647578.0
2022-03-08,30159.0,3872.0,12.80%,33142.0,6501.0,19.6%,9428766.0,7933100.0,1377790.0,1136853.0,813308.0,649151.0
2022-03-09,27247.0,3546.0,13.00%,30275.0,5818.0,19.2%,9429356.0,7937490.0,1377790.0,1136853.0,813672.0,651054.0
2022-03-10,22414.0,2548.0,11.40%,25764.0,5373.0,20.9%,9429879.0,7941823.0,1377790.0,1136853.0,814092.0,652965.0
2022-03-11,22022.0,2105.0,9.60%,25313.0,4755.0,18.8%,9434116.0,7944749.0,1377790.0,1136853.0,814526.0,654375.0
2022-03-12,19114.0,1874.0,9.80%,21238.0,3993.0,18.8%,9435159.0,7947154.0,1377790.0,1136853.0,815812.0,656545.0
2022-03-13,16622.0,1307.0,7.90%,18677.0,3106.0,16.6%,9437013.0,7959359.0,1377790.0,1136853.0,816043.0,656969.0
2022-03-14,19683.0,1571.0,8.00%,21877.0,3468.0,15.9%,9437727.0,7959794.0,1377790.0,1136853.0,816093.0,657052.0
2022-03-15,21044.0,1706.0,8.10%,23383.0,3951.0,16.9%,9437727.0,7960447.0,1377790.0,1136853.0,816093.0,657575.0
2022-03-16,18493.0,1583.0,8.60%,20548.0,3556.0,17.3%,9444307.0,7964220.0,1377790.0,1136853.0,817743.0,659671.0
2022-03-17,17927.0,1516.0,8.50%,19700.0,3088.0,15.7%,9447003.0,7967385.0,1377790.0,1136853.0,818154.0,660973.0
2022-03-18,17820.0,1485.0,8.30%,19370.0,2723.0,14.1%,9449284.0,7970957.0,1377790.0,1136853.0,818609.0,662726.0
2022-03-19,16376.0,1167.0,7.10%,18196.0,2506.0,13.8%,9450909.0,7972259.0,1377790.0,1136853.0,819020.0,663594.0
2022-03-20,12582.0,862.0,6.90%,13981.0,1871.0,13.4%,9451954.0,7972484.0,1377790.0,1136853.0,819199.0,663870.0
2022-03-21,14202.0,1012.0,7.10%,15780.0,2365.0,15.0%,9451855.0,7971520.0,1377790.0,1136853.0,819298.0,665176.0
2022-03-22,16299.0,1235.0,7.60%,18110.0,2398.0,13.2%,9456509.0,7987734.0,1377790.0,1136853.0,819802.0,669347.0
2022-03-23,16179.0,1067.0,6.60%,18078.0,2124.0,11.7%,9457380.0,7990169.0,1377790.0,1136853.0,820114.0,670148.0
2022-03-24,15095.0,890.0,5.90%,16773.0,1996.0,11.9%,9457860.0,7990699.0,1377790.0,1136853.0,820400.0,670492.0
2022-03-25,14589.0,796.0,5.50%,16211.0,1686.0,10.4%,9457517.0,7991166.0,1377790.0,1136853.0,820743.0,671390.0
2022-03-26,12093.0,594.0,4.90%,14228.0,1477.0,10.4%,9457189.0,8001200.0,1377790.0,1136853.0,821071.0,675079.0
2022-03-27,8676.0,573.0,6.60%,9640.0,1214.0,12.6%,9457025.0,8001803.0,1377790.0,1136853.0,821235.0,675827.0
2022-03-28,12361.0,742.0,6.00%,13735.0,1503.0,10.9%,9458051.0,8002966.0,1377790.0,1136853.0,821483.0,676235.0
2022-03-29,14185.0,901.0,6.40%,15468.0,1696.0,11.0%,9462482.0,8010120.0,1377790.0,1136853.0,821914.0,677807.0
2022-03-30,14238.0,729.0,5.10%,15821.0,1447.0,9.1%,9471023.0,8014834.0,1377790.0,1136853.0,822328.0,679181.0
2022-03-31,14543.0,641.0,4.40%,16164.0,1320.0,8.2%,9473826.0,8018731.0,1377790.0,1136853.0,822760.0,680193.0
2022-04-01,12871.0,633.0,4.90%,14145.0,1272.0,9.0%,9473758.0,8020603.0,1377790.0,1136853.0,823109.0,681662.0
2022-04-02,12097.0,612.0,5.10%,13442.0,1294.0,9.6%,9479135.0,8026664.0,1377790.0,1136853.0,823558.0,683052.0
2022-04-03,9646.0,488.0,5.10%,10485.0,971.0,9.3%,9479113.0,8027462.0,1377790.0,1136853.0,823580.0,683575.0
2022-04-04,11329.0,568.0,5.00%,12578.0,1154.0,9.2%,9479113.0,8027405.0,1377790.0,1136853.0,823580.0,683800.0
2022-04-05,12203.0,753.0,6.20%,13122.0,1102.0,8.4%,9480794.0,8031443.0,1377790.0,1136853.0,823768.0,684007.0
2022-04-06,10421.0,674.0,6.50%,11790.0,1051.0,8.9%,9483984.0,8036084.0,1377790.0,1136853.0,824291.0,685272.0
2022-04-07,10469.0,592.0,5.70%,11897.0,982.0,8.3%,9485976.0,8037289.0,1377790.0,1136853.0,824562.0,685570.0
2022-04-08,9047.0,450.0,5.00%,10719.0,931.0,8.7%,9488146.0,8040651.0,1377790.0,1136853.0,824866.0,686346.0
2022-04-09,9364.0,370.0,4.00%,11575.0,771.0,6.7%,9490479.0,8043787.0,1377790.0,1136853.0,825148.0,687036.0
2022-04-10,7261.0,312.0,4.30%,8707.0,672.0,7.7%,9491719.0,8059292.0,1377790.0,1136853.0,825302.0,687361.0
2022-04-11,7993.0,355.0,4.40%,9867.0,747.0,7.6%,9492406.0,8060506.0,1377790.0,1136853.0,825481.0,687650.0
2022-04-12,9871.0,399.0,4.00%,12262.0,742.0,6.1%,9494681.0,8063566.0,1377790.0,1136853.0,825744.0,688360.0
2022-04-13,8859.0,372.0,4.20%,11063.0,697.0,6.3%,9496297.0,8064998.0,1377790.0,1136853.0,826019.0,688825.0
2022-04-14,8205.0,310.0,3.80%,10262.0,575.0,5.6%,9500290.0,8068384.0,1377790.0,1136853.0,826307.0,689736.0
2022-04-15,5983.0,193.0,3.20%,7857.0,427.0,5.4%,9503261.0,8070861.0,1377790.0,1136853.0,826647.0,690450.0
2022-04-16,6496.0,195.0,3.00%,8120.0,435.0,5.4%,9504162.0,8074061.0,1377790.0,1136853.0,826650.0,690694.0
2022-04-17,6279.0,170.0,2.70%,8178.0,442.0,5.4%,9505947.0,8077099.0,1377790.0,1136853.0,826769.0,691039.0
2022-04-18,7253.0,179.0,2.50%,9548.0,373.0,3.9%,9506936.0,8078511.0,1377790.0,1136853.0,827016.0,691307.0
2022-04-19,9645.0,231.0,2.40%,11729.0,404.0,3.4%,9508849.0,8082618.0,1377790.0,1136853.0,827290.0,692055.0
2022-04-20,7843.0,159.0,2.00%,9748.0,301.0,3.1%,9511613.0,8085116.0,1377790.0,1136853.0,827609.0,692645.0
2022-04-21,8643.0,215.0,2.50%,10843.0,386.0,3.6%,9512662.0,8086232.0,1377790.0,1136853.0,827950.0,693290.0
2022-04-22,7871.0,172.0,2.20%,9841.0,308.0,3.1%,9513370.0,8090503.0,1377790.0,1136853.0,828236.0,694013.0
2022-04-23,7439.0,135.0,1.80%,9831.0,225.0,2.3%,9515376.0,8091672.0,1377790.0,1136853.0,828517.0,694338.0
2022-04-24,5214.0,101.0,1.90%,7743.0,231.0,3.0%,9517034.0,8092480.0,1377790.0,1136853.0,828695.0,694530.0
2022-04-25,7819.0,199.0,2.50%,9537.0,345.0,3.6%,9518471.0,8092790.0,1377790.0,1136853.0,828752.0,694593.0
2022-04-26,7902.0,130.0,1.60%,10405.0,239.0,2.3%,9519852.0,8095424.0,1377790.0,1136853.0,829018.0,695246.0
2022-04-27,8273.0,113.0,1.40%,10591.0,201.0,1.9%,9520604.0,8099558.0,1377790.0,1136853.0,829250.0,696419.0
2022-04-28,6817.0,126.0,1.80%,8525.0,234.0,2.7%,9520389.0,8103593.0,1377790.0,1136853.0,829408.0,697141.0
2022-04-29,6745.0,151.0,2.20%,8123.0,231.0,2.8%,9520136.0,8106001.0,1377790.0,1136853.0,829612.0,697733.0
2022-04-30,3739.0,81.0,2.20%,5761.0,169.0,2.9%,9520017.0,8105901.0,1377790.0,1136853.0,829731.0,697833.0
2022-05-01,3341.0,88.0,2.60%,4476.0,148.0,3.3%,9519955.0,8105812.0,1377790.0,1136853.0,829793.0,697922.0
2022-05-02,1368.0,40.0,2.90%,1972.0,66.0,3.3%,9519921.0,8107879.0,1377790.0,1136853.0,829827.0,698386.0
2022-05-03,2310.0,62.0,2.70%,3428.0,111.0,3.2%,9519907.0,8108252.0,1377790.0,1136853.0,829841.0,698426.0
2022-05-04,4029.0,86.0,2.10%,5400.0,127.0,2.4%,9519891.0,8108950.0,1377790.0,1136853.0,829857.0,698492.0
2022-05-05,4337.0,89.0,2.10%,5965.0,143.0,2.4%,9519868.0,8109002.0,1377790.0,1136853.0,829880.0,698514.0
2022-05-06,4792.0,62.0,1.30%,6002.0,104.0,1.7%,9519833.0,8109068.0,1377790.0,1136853.0,829915.0,698539.0
2022-05-07,4273.0,78.0,1.80%,7388.0,114.0,1.5%,9519779.0,8109158.0,1377790.0,1136853.0,829969.0,698559.0
2022-05-08,7508.0,102.0,1.40%,9667.0,126.0,1.3%,9519751.0,8109222.0,1377790.0,1136853.0,829997.0,698574.0
2022-05-09,9914.0,150.0,1.50%,12379.0,202.0,1.6%,9519734.0,8109301.0,1377790.0,1136853.0,830014.0,698584.0
2022-05-10,9521.0,129.0,1.40%,12568.0,440.0,3.5%,9519538.0,8111026.0,1377790.0,1136853.0,830210.0,699060.0
2022-05-11,8951.0,100.0,1.10%,10911.0,192.0,1.8%,9519342.0,8112343.0,1377790.0,1136853.0,830406.0,699376.0
2022-05-12,8795.0,101.0,1.10%,10476.0,134.0,1.3%,9519144.0,8113834.0,1377790.0,1136853.0,830604.0,699837.0
2022-05-13,9032.0,114.0,1.30%,10943.0,185.0,1.7%,9518909.0,8115103.0,1377790.0,1136853.0,830839.0,700225.0
2022-05-14,7856.0,93.0,1.20%,9239.0,143.0,1.5%,9518672.0,8116485.0,1377790.0,1136853.0,831076.0,700621.0
2022-05-15,4688.0,70.0,1.50%,5515.0,104.0,1.9%,9518599.0,8117535.0,1377790.0,1136853.0,831133.0,700933.0
2022-05-16,5934.0,75.0,1.30%,7458.0,134.0,1.8%,9518556.0,8117610.0,1377790.0,1136853.0,831162.0,700956.0
2022-05-17,7932.0,113.0,1.40%,9915.0,184.0,1.9%,9518496.0,8118100.0,1377790.0,1136853.0,831192.0,701076.0
2022-05-18,9037.0,90.0,1.00%,11311.0,176.0,1.6%,9518174.0,8118858.0,1377790.0,1136853.0,831463.0,701274.0
2022-05-19,7239.0,82.0,1.10%,9049.0,146.0,1.6%,9517865.0,8119989.0,1377790.0,1136853.0,831692.0,701510.0
2022-05-20,6705.0,93.0,1.40%,7889.0,146.0,1.9%,9517503.0,8122072.0,1377790.0,1136853.0,831951.0,702217.0
2022-05-21,6438.0,110.0,1.70%,7309.0,161.0,2.2%,9517180.0,8123535.0,1377790.0,1136853.0,832199.0,702704.0
2022-05-22,4942.0,58.0,1.20%,5824.0,105.0,1.8%,9517118.0,8123953.0,1377790.0,1136853.0,832253.0,702849.0
2022-05-23,6737.0,148.0,2.20%,7926.0,251.0,3.2%,9517107.0,8124184.0,1377790.0,1136853.0,832253.0,702852.0
2022-05-24,8173.0,128.0,1.60%,10015.0,202.0,2.0%,9516880.0,8125015.0,1377790.0,1136853.0,832415.0,703105.0
2022-05-25,6389.0,124.0,1.90%,7985.0,165.0,2.1%,9516661.0,8125910.0,1377790.0,1136853.0,832568.0,703385.0
2022-05-26,5818.0,110.0,1.90%,6845.0,157.0,2.3%,9517325.0,8126771.0,1377790.0,1136853.0,832767.0,703693.0
2022-05-27,4702.0,104.0,2.20%,5670.0,159.0,2.8%,9517345.0,8127153.0,1377790.0,1136853.0,832775.0,703749.0
2022-05-28,5473.0,89.0,1.60%,6467.0,163.0,2.5%,9518382.0,8127979.0,1377790.0,1136853.0,832975.0,704095.0
2022-05-29,4103.0,81.0,2.00%,4948.0,136.0,2.7%,9518542.0,8128200.0,1377790.0,1136853.0,833013.0,704169.0
2022-05-30,5381.0,132.0,2.50%,6358.0,220.0,3.5%,9518704.0,8128326.0,1377790.0,1136853.0,833021.0,704180.0
2022-05-31,6326.0,164.0,2.60%,8158.0,300.0,3.7%,9519789.0,8129118.0,1377790.0,1136853.0,833200.0,704401.0
2022-06-01,5809.0,158.0,2.70%,6675.0,234.0,3.5%,9520854.0,8129820.0,1377790.0,1136853.0,833343.0,704653.0
2022-06-02,5124.0,173.0,3.40%,5972.0,239.0,4.0%,9521137.0,8130048.0,1377790.0,1136853.0,833400.0,704732.0
2022-06-03,7135.0,173.0,2.40%,8233.0,271.0,3.3%,9522037.0,8130800.0,1377790.0,1136853.0,833502.0,704967.0
2022-06-04,5967.0,195.0,3.30%,6857.0,305.0,4.4%,9523006.0,8131588.0,1377790.0,1136853.0,833624.0,705158.0
2022-06-05,3965.0,147.0,3.70%,4718.0,227.0,4.8%,9523265.0,8131942.0,1377790.0,1136853.0,833695.0,705245.0
2022-06-06,6055.0,260.0,4.30%,6452.0,321.0,5.0%,9523351.0,8132131.0,1377790.0,1136853.0,833712.0,705273.0
2022-06-07,7743.0,288.0,3.70%,9009.0,404.0,4.5%,9525411.0,8132848.0,1377790.0,1136853.0,833851.0,705466.0
2022-06-08,5851.0,276.0,4.70%,6888.0,386.0,5.6%,9526269.0,8133651.0,1377790.0,1136853.0,833973.0,705629.0
2022-06-09,7429.0,333.0,4.50%,8333.0,450.0,5.4%,9527287.0,8134456.0,1377790.0,1136853.0,834092.0,705841.0
2022-06-10,7091.0,314.0,4.40%,8057.0,410.0,5.1%,9528063.0,8134980.0,1377790.0,1136853.0,834187.0,705969.0
2022-06-11,6389.0,322.0,5.00%,6945.0,445.0,6.4%,9529040.0,8135658.0,1377790.0,1136853.0,834325.0,706185.0
2022-06-12,5541.0,348.0,6.30%,5960.0,460.0,7.7%,9529307.0,8135838.0,1377790.0,1136853.0,834353.0,706230.0
2022-06-13,8034.0,517.0,6.40%,8632.0,646.0,7.5%,9529534.0,8135994.0,1377790.0,1136853.0,834365.0,706251.0
2022-06-14,9518.0,730.0,7.70%,10122.0,908.0,9.0%,9530200.0,8136964.0,1377790.0,1136853.0,834510.0,706471.0
2022-06-15,8362.0,696.0,8.30%,8917.0,916.0,10.3%,9530994.0,8137762.0,1377790.0,1136853.0,834656.0,706720.0
2022-06-16,8605.0,686.0,8.00%,9441.0,938.0,9.9%,9531824.0,8138452.0,1377790.0,1136853.0,834807.0,706980.0
2022-06-17,9176.0,733.0,8.00%,9888.0,968.0,9.8%,9532666.0,8139187.0,1377790.0,1136853.0,834956.0,707280.0
2022-06-18,8919.0,735.0,8.20%,10120.0,996.0,9.8%,9533606.0,8140025.0,1377790.0,1136853.0,835112.0,707560.0
2022-06-19,6621.0,701.0,10.60%,7990.0,1020.0,12.8%,9533956.0,8140340.0,1377790.0,1136853.0,835169.0,707644.0
2022-06-20,8164.0,953.0,11.70%,9297.0,1404.0,15.1%,9534216.0,8140567.0,1377790.0,1136853.0,835201.0,707710.0
2022-06-21,9903.0,1226.0,12.40%,10772.0,1625.0,15.1%,9535239.0,8141539.0,1377790.0,1136853.0,835368.0,708021.0
2022-06-22,9320.0,1054.0,11.30%,10463.0,1473.0,14.1%,9536279.0,8142150.0,1377790.0,1136853.0,835527.0,708180.0
2022-06-23,11105.0,1266.0,11.40%,12206.0,1737.0,14.2%,9536808.0,8143902.0,1377790.0,1136853.0,835720.0,708646.0
2022-06-24,9029.0,1045.0,11.60%,9813.0,1458.0,14.9%,9537627.0,8145117.0,1377790.0,1136853.0,835906.0,708930.0
2022-06-25,8172.0,1055.0,12.90%,10064.0,1668.0,16.6%,9538552.0,8145716.0,1377790.0,1136853.0,836059.0,709069.0
2022-06-26,6104.0,838.0,13.70%,7190.0,1263.0,17.6%,9538804.0,8146939.0,1377790.0,1136853.0,836150.0,709317.0
2022-06-27,9743.0,1250.0,12.80%,10356.0,1576.0,15.2%,9538980.0,8147396.0,1377790.0,1136853.0,836195.0,709379.0
2022-06-28,11842.0,1134.0,9.60%,12981.0,1605.0,12.4%,9540030.0,8148026.0,1377790.0,1136853.0,836337.0,709518.0
2022-06-29,11784.0,1255.0,10.70%,12468.0,1654.0,13.3%,9540837.0,8149468.0,1377790.0,1136853.0,836530.0,709813.0
2022-06-30,10423.0,1100.0,10.60%,12099.0,1539.0,12.7%,9542017.0,8150197.0,1377790.0,1136853.0,836656.0,709978.0
2022-07-01,9358.0,983.0,10.50%,10703.0,1364.0,12.7%,9543169.0,8151999.0,1377790.0,1136853.0,836835.0,710280.0
2022-07-02,9452.0,931.0,9.80%,10749.0,1298.0,12.1%,9543690.0,8153204.0,1377790.0,1136853.0,836979.0,710512.0
2022-07-03,5851.0,737.0,12.60%,6435.0,1001.0,15.6%,9543845.0,8153613.0,1377790.0,1136853.0,837045.0,710583.0
2022-07-04,9684.0,1276.0,13.20%,10221.0,1541.0,15.1%,9544002.0,8153817.0,1377790.0,1136853.0,837071.0,710669.0
2022-07-05,11827.0,1516.0,12.80%,13605.0,2099.0,15.4%,9544826.0,8154527.0,1377790.0,1136853.0,837230.0,710857.0
2022-07-06,10979.0,1476.0,13.40%,12789.0,2113.0,16.5%,9545551.0,8155318.0,1377790.0,1136853.0,837393.0,711022.0
2022-07-07,10005.0,1151.0,11.50%,12404.0,1892.0,15.3%,9551039.0,8155181.0,1377790.0,1136853.0,837558.0,711213.0
2022-07-08,12742.0,1478.0,11.60%,14083.0,2135.0,15.2%,9550813.0,8155423.0,1377790.0,1136853.0,837784.0,711478.0
2022-07-09,10893.0,1675.0,15.40%,11061.0,1720.0,15.6%,9550549.0,8156784.0,1377790.0,1136853.0,838010.0,711852.0
2022-07-10,5789.0,812.0,14.00%,6556.0,1102.0,16.8%,9550750.0,8157111.0,1377790.0,1136853.0,838088.0,712011.0
2022-07-11,10548.0,1594.0,15.10%,11589.0,1939.0,16.7%,9550888.0,8157121.0,1377790.0,1136853.0,838095.0,712020.0
2022-07-12,12314.0,2021.0,16.40%,13705.0,2598.0,19.0%,9551915.0,8157846.0,1377790.0,1136853.0,838256.0,712183.0
2022-07-13,11594.0,1749.0,15.10%,13173.0,2379.0,18.1%,9553036.0,8158735.0,1377790.0,1136853.0,838434.0,712402.0
2022-07-14,11683.0,1613.0,13.80%,13126.0,2221.0,16.9%,9554038.0,8159246.0,1377790.0,1136853.0,838580.0,712488.0
2022-07-15,15046.0,2131.0,14.20%,17794.0,3177.0,17.9%,9555370.0,8160305.0,1377790.0,1136853.0,838814.0,712769.0
2022-07-16,18354.0,2002.0,10.90%,20137.0,2973.0,14.8%,9556510.0,8161145.0,1377790.0,1136853.0,839026.0,713042.0
2022-07-17,10701.0,1864.0,17.40%,11680.0,2548.0,21.8%,9557172.0,8161716.0,1377790.0,1136853.0,839140.0,713259.0
2022-07-18,13498.0,2485.0,18.40%,14363.0,3288.0,22.9%,9557444.0,8161937.0,1377790.0,1136853.0,839174.0,713312.0
2022-07-19,16257.0,2950.0,18.10%,17382.0,3930.0,22.6%,9558191.0,8162362.0,1377790.0,1136853.0,839328.0,713380.0
2022-07-20,16205.0,2883.0,17.80%,17914.0,4014.0,22.4%,9559531.0,8163332.0,1377790.0,1136853.0,839490.0,713560.0
2022-07-21,14480.0,2465.0,17.00%,15998.0,3340.0,20.9%,9561237.0,8164429.0,1377790.0,1136853.0,839690.0,713790.0
2022-07-22,15915.0,2661.0,16.70%,18050.0,3729.0,20.7%,9563805.0,8165955.0,1377790.0,1136853.0,839924.0,714071.0
2022-07-23,14059.0,2151.0,15.30%,16078.0,3200.0,19.9%,9565642.0,8167194.0,1377790.0,1136853.0,840255.0,714306.0
2022-07-24,13253.0,2168.0,16.40%,14841.0,3157.0,21.3%,9566431.0,8168010.0,1377790.0,1136853.0,840465.0,714558.0
2022-07-25,14518.0,2974.0,20.50%,15451.0,3749.0,24.3%,9566819.0,8168350.0,1377790.0,1136853.0,840554.0,714633.0
2022-07-26,17516.0,3279.0,18.70%,19792.0,4705.0,23.8%,9568638.0,8169142.0,1377790.0,1136853.0,840751.0,714764.0
2022-07-27,17769.0,3157.0,17.80%,19984.0,4445.0,22.2%,9570561.0,8170296.0,1377790.0,1136853.0,841044.0,714985.0
2022-07-28,16708.0,2987.0,17.90%,18463.0,4132.0,22.4%,9572528.0,8171613.0,1377790.0,1136853.0,841424.0,715220.0
2022-07-29,14501.0,2629.0,18.10%,16498.0,3765.0,22.8%,9574316.0,8172727.0,1377790.0,1136853.0,841760.0,715430.0
2022-07-30,12964.0,2198.0,17.00%,15163.0,3504.0,23.1%,9576174.0,8174187.0,1377790.0,1136853.0,842066.0,715742.0
2022-07-31,10962.0,1486.0,13.60%,13535.0,3324.0,24.6%,9576626.0,8174643.0,1377790.0,1136853.0,842176.0,715855.0
2022-08-01,12897.0,1993.0,15.50%,15263.0,4039.0,26.5%,9576993.0,8174930.0,1377790.0,1136853.0,842238.0,715913.0
2022-08-02,16401.0,2532.0,15.40%,18659.0,4627.0,24.8%,9578296.0,8175384.0,1377790.0,1136853.0,842505.0,716004.0
2022-08-03,18094.0,2814.0,15.60%,20400.0,5054.0,24.8%,9580124.0,8176933.0,1377790.0,1136853.0,842748.0,716219.0
2022-08-04,16689.0,2569.0,15.40%,18462.0,4272.0,23.1%,9581641.0,8178007.0,1377790.0,1136853.0,842951.0,716341.0
2022-08-05,16447.0,2356.0,14.30%,18295.0,3964.0,21.7%,9583096.0,8179047.0,1377790.0,1136853.0,843158.0,716539.0
2022-08-06,13638.0,1824.0,13.40%,15411.0,3397.0,22.0%,9584538.0,8180125.0,1377790.0,1136853.0,843458.0,716711.0
2022-08-07,13110.0,2300.0,17.50%,14022.0,3186.0,22.7%,9585191.0,8180608.0,1377790.0,1136853.0,843569.0,716811.0
2022-08-08,12730.0,2298.0,18.10%,15338.0,4026.0,26.2%,9585448.0,8180912.0,1377790.0,1136853.0,843629.0,716857.0
2022-08-09,14887.0,2224.0,14.90%,18540.0,4635.0,25.0%,9587157.0,8182076.0,1377790.0,1136853.0,843789.0,716945.0
2022-08-10,15377.0,2218.0,14.40%,17778.0,4230.0,23.8%,9588503.0,8182624.0,1377790.0,1136853.0,843905.0,716989.0
2022-08-11,16382.0,2858.0,17.40%,17711.0,4154.0,23.5%,9590283.0,8184432.0,1377790.0,1136853.0,844123.0,717190.0
2022-08-12,15397.0,2287.0,14.90%,17379.0,4061.0,23.4%,9591804.0,8185838.0,1377790.0,1136853.0,844264.0,717297.0
