Tanggal,Jumlah Orang di Test,Orang Positif Harian,Positivity Rate Kasus Baru Harian,Total Spesimen di Test,Positif,Positivity Rate Spesimen Harian,V1 usia_atas,V2 usia_atas,V1 usia_tengah,V2 usia_tengah,V1 usia_muda,V2 usia_muda
2022-08-13,13053.0,2109.0,16.20%,14440.0,3336.0,23.1%,9593056.0,8186906.0,1377790.0,1136853.0,844425.0,717434.0
2022-08-14,10902.0,1902.0,17.40%,12154.0,2939.0,24.2%,9593698.0,8187307.0,1377790.0,1136853.0,844571.0,717540.0
2022-08-15,16092.0,2462.0,15.30%,17782.0,3591.0,20.2%,9594098.0,8187563.0,1377790.0,1136853.0,844617.0,717569.0
2022-08-16,16080.0,2404.0,15.00%,17749.0,4041.0,22.8%,9595617.0,8188954.0,1377790.0,1136853.0,844709.0,717671.0
2022-08-17,13783.0,2060.0,14.90%,15114.0,3349.0,22.2%,9596755.0,8189614.0,1377790.0,1136853.0,844776.0,717718.0
2022-08-18,12684.0,2217.0,17.50%,13639.0,3154.0,23.1%,9597033.0,8189768.0,1377790.0,1136853.0,844808.0,717732.0
2022-08-19,13372.0,2324.0,17.40%,14776.0,3685.0,24.9%,9597919.0,8190493.0,1377790.0,1136853.0,844911.0,717799.0
2022-08-20,11597.0,1897.0,16.40%,12900.0,3176.0,24.6%,9598945.0,8191339.0,1377790.0,1136853.0,845073.0,717902.0
2022-08-21,9368.0,1546.0,16.50%,10444.0,2592.0,24.8%,9599318.0,8191678.0,1377790.0,1136853.0,845151.0,717981.0
2022-08-22,11466.0,1470.0,12.80%,13474.0,3149.0,23.4%,9599511.0,8191883.0,1377790.0,1136853.0,845206.0,718006.0
2022-08-23,14581.0,2217.0,15.20%,16112.0,3649.0,22.6%,9600399.0,8194748.0,1377790.0,1136853.0,845394.0,718268.0
2022-08-24,14340.0,2483.0,17.30%,15437.0,3473.0,22.5%,9601289.0,8196040.0,1377790.0,1136853.0,845457.0,718377.0
2022-08-25,12474.0,1888.0,15.10%,13754.0,2743.0,19.9%,9602285.0,8197248.0,1377790.0,1136853.0,845616.0,718484.0
2022-08-26,12618.0,1912.0,15.20%,13882.0,3048.0,22.0%,9603363.0,8198500.0,1377790.0,1136853.0,845758.0,718603.0
2022-08-27,10445.0,1489.0,14.30%,11696.0,2560.0,21.9%,9604193.0,8199523.0,1377790.0,1136853.0,845871.0,718775.0
2022-08-28,7056.0,1216.0,17.20%,7483.0,1577.0,21.1%,9604572.0,8200047.0,1377790.0,1136853.0,845986.0,718884.0
2022-08-29,10228.0,1717.0,16.80%,11277.0,2625.0,23.3%,9605052.0,8200485.0,1377790.0,1136853.0,846045.0,718925.0
2022-08-30,12507.0,1931.0,15.40%,13610.0,2972.0,21.8%,9606086.0,8201648.0,1377790.0,1136853.0,846211.0,719115.0
2022-08-31,11213.0,1702.0,15.20%,12350.0,2770.0,22.4%,9607132.0,8202234.0,1377790.0,1136853.0,846329.0,719202.0
2022-09-01,10974.0,1500.0,13.70%,11955.0,2373.0,19.8%,9607957.0,8204576.0,1377790.0,1136853.0,846444.0,719404.0
2022-09-02,10452.0,1506.0,14.40%,11325.0,2316.0,20.5%,9608805.0,8205549.0,1377790.0,1136853.0,846532.0,719527.0
2022-09-03,9180.0,1257.0,13.70%,10246.0,2222.0,21.7%,9609881.0,8206739.0,1377790.0,1136853.0,846714.0,719732.0
2022-09-04,6915.0,992.0,14.30%,7859.0,1785.0,22.7%,9610143.0,8207126.0,1377790.0,1136853.0,846758.0,719790.0
2022-09-05,9885.0,1387.0,14.00%,11021.0,2398.0,21.8%,9610445.0,8207380.0,1377790.0,1136853.0,846793.0,719836.0
2022-09-06,10879.0,1486.0,13.70%,11955.0,2392.0,20.0%,9609703.0,8207232.0,1377790.0,1136853.0,846932.0,719984.0
2022-09-07,10111.0,1318.0,13.00%,11050.0,2177.0,19.7%,9609514.0,8207153.0,1377790.0,1136853.0,846994.0,720063.0
2022-09-08,9264.0,1166.0,12.60%,10037.0,1866.0,18.6%,9609414.0,8207102.0,1377790.0,1136853.0,847047.0,720114.0
2022-09-09,9086.0,1125.0,12.40%,9952.0,1843.0,18.5%,9609280.0,8207029.0,1377790.0,1136853.0,847112.0,720187.0
2022-09-10,7791.0,855.0,11.00%,8525.0,1509.0,17.7%,9609183.0,8207021.0,1377790.0,1136853.0,847187.0,720195.0
2022-09-11,5349.0,753.0,14.10%,6038.0,1342.0,22.2%,9609146.0,8207015.0,1377790.0,1136853.0,847217.0,720201.0
2022-09-12,8236.0,1061.0,12.90%,9012.0,1740.0,19.3%,9609090.0,8206930.0,1377790.0,1136853.0,847237.0,720286.0
2022-09-13,10376.0,1228.0,11.80%,11328.0,1981.0,17.5%,9609030.0,8206848.0,1377790.0,1136853.0,847253.0,720368.0
2022-09-14,8785.0,1116.0,12.70%,9498.0,1706.0,18.0%,9608953.0,8206806.0,1377790.0,1136853.0,847292.0,720410.0
2022-09-15,8391.0,1021.0,12.20%,9161.0,1684.0,18.4%,9608923.0,8206785.0,1377790.0,1136853.0,847301.0,720431.0
2022-09-16,8258.0,893.0,10.80%,8823.0,1348.0,15.3%,9608892.0,8206763.0,1377790.0,1136853.0,847309.0,720453.0
2022-09-17,7421.0,794.0,10.70%,8201.0,1464.0,17.9%,9608787.0,8206699.0,1377790.0,1136853.0,847348.0,720517.0
2022-09-18,5119.0,626.0,12.20%,5798.0,1081.0,18.6%,9608759.0,8206686.0,1377790.0,1136853.0,847362.0,720530.0
2022-09-19,7528.0,952.0,12.60%,8104.0,1424.0,17.6%,9608718.0,8206675.0,1377790.0,1136853.0,847380.0,720541.0
2022-09-20,8463.0,974.0,11.50%,10907.0,1488.0,13.6%,9608667.0,8206656.0,1377790.0,1136853.0,847400.0,720560.0
2022-09-21,7701.0,888.0,11.50%,10712.0,1650.0,15.4%,9608599.0,8206548.0,1377790.0,1136853.0,847431.0,720617.0
2022-09-22,6154.0,712.0,11.60%,7542.0,1122.0,14.9%,9608539.0,8206383.0,1377790.0,1136853.0,847445.0,720710.0
2022-09-23,5494.0,687.0,12.50%,6929.0,1170.0,16.9%,9608518.0,8206341.0,1377790.0,1136853.0,847458.0,720732.0
2022-09-24,5042.0,580.0,11.50%,7062.0,1062.0,15.0%,9608448.0,8206185.0,1377790.0,1136853.0,847491.0,720841.0
2022-09-25,5429.0,546.0,10.10%,5456.0,974.0,17.9%,9608223.0,8206083.0,1377790.0,1136853.0,847694.0,720924.0
2022-09-26,7304.0,740.0,10.10%,7307.0,1089.0,14.9%,9608151.0,8206020.0,1377790.0,1136853.0,847749.0,720967.0
2022-09-27,8538.0,695.0,8.10%,8545.0,1152.0,13.5%,9608041.0,8205888.0,1377790.0,1136853.0,847803.0,721044.0
2022-09-28,8801.0,781.0,8.90%,8893.0,1256.0,14.1%,9607924.0,8205725.0,1377790.0,1136853.0,847883.0,721139.0
2022-09-29,8641.0,734.0,8.50%,8647.0,1138.0,13.2%,9607830.0,8205610.0,1377790.0,1136853.0,847949.0,721210.0
2022-09-30,7645.0,603.0,7.90%,7748.0,1017.0,13.1%,9607733.0,8205494.0,1377790.0,1136853.0,848015.0,721290.0
2022-10-01,6495.0,551.0,8.50%,6447.0,992.0,15.4%,9607603.0,8205317.0,1377790.0,1136853.0,848116.0,721423.0
2022-10-02,4755.0,384.0,8.10%,4770.0,654.0,13.7%,9607526.0,8205220.0,1377790.0,1136853.0,848174.0,721498.0
2022-10-03,6725.0,668.0,9.90%,6766.0,1019.0,15.1%,9607475.0,8205176.0,1377790.0,1136853.0,848208.0,721524.0
2022-10-04,7549.0,600.0,7.90%,7589.0,999.0,13.2%,9607365.0,8205015.0,1377790.0,1136853.0,848281.0,721630.0
2022-10-05,8281.0,680.0,8.20%,8282.0,990.0,12.0%,9650093.0,8205561.0,1377790.0,1136853.0,848355.0,721687.0
2022-10-06,7125.0,520.0,7.30%,7141.0,809.0,11.3%,9650345.0,8205947.0,1377790.0,1136853.0,848387.0,721739.0
2022-10-07,5782.0,500.0,8.60%,5744.0,733.0,12.8%,9650558.0,8206393.0,1377790.0,1136853.0,848425.0,721785.0
2022-10-08,6460.0,465.0,7.20%,6534.0,843.0,12.9%,9650753.0,8206740.0,1377790.0,1136853.0,848466.0,721825.0
2022-10-09,4495.0,496.0,11.00%,4544.0,752.0,16.5%,9650866.0,8206920.0,1377790.0,1136853.0,848484.0,721845.0
2022-10-10,6639.0,738.0,11.10%,6648.0,924.0,13.9%,9650994.0,8207137.0,1377790.0,1136853.0,848498.0,721859.0
2022-10-11,8789.0,752.0,8.60%,8622.0,1066.0,12.4%,9651132.0,8207434.0,1377790.0,1136853.0,848520.0,721887.0
2022-10-12,7741.0,708.0,9.10%,7682.0,995.0,13.0%,9651318.0,8207828.0,1377790.0,1136853.0,848578.0,721927.0
2022-10-13,7670.0,612.0,8.00%,7769.0,946.0,12.2%,9651609.0,8208205.0,1377790.0,1136853.0,848638.0,721991.0
2022-10-14,6597.0,577.0,8.70%,6501.0,857.0,13.2%,9651920.0,8208708.0,1377790.0,1136853.0,848738.0,722100.0
2022-10-15,6649.0,518.0,7.80%,6670.0,816.0,12.2%,9652068.0,8209117.0,1377790.0,1136853.0,848783.0,722183.0
2022-10-16,4932.0,448.0,9.10%,4934.0,711.0,14.4%,9652160.0,8209411.0,1377790.0,1136853.0,848808.0,722215.0
2022-10-17,7026.0,697.0,9.90%,7282.0,995.0,13.7%,9652225.0,8209603.0,1377790.0,1136853.0,848820.0,722231.0
2022-10-18,8237.0,891.0,10.80%,8373.0,1164.0,13.9%,9652387.0,8210142.0,1377790.0,1136853.0,848865.0,722285.0
2022-10-19,7070.0,784.0,11.10%,7081.0,1071.0,15.1%,9652375.0,8210115.0,1377790.0,1136853.0,848877.0,722312.0
2022-10-20,7402.0,773.0,10.40%,7321.0,1105.0,15.1%,9652714.0,8211299.0,1377790.0,1136853.0,848930.0,722369.0
2022-10-21,6650.0,664.0,10.00%,6669.0,926.0,13.9%,9652972.0,8211801.0,1377790.0,1136853.0,848954.0,722400.0
2022-10-22,5768.0,643.0,11.10%,5757.0,964.0,16.7%,9653126.0,8212190.0,1377790.0,1136853.0,848968.0,722423.0
2022-10-23,4725.0,625.0,13.20%,4570.0,766.0,16.8%,9653212.0,8212468.0,1377790.0,1136853.0,848976.0,722444.0
2022-10-24,6632.0,889.0,13.40%,6654.0,1123.0,16.9%,9653281.0,8212688.0,1377790.0,1136853.0,848989.0,722460.0
2022-10-25,8023.0,1066.0,13.30%,8051.0,1487.0,18.5%,9653412.0,8212974.0,1377790.0,1136853.0,849009.0,722494.0
2022-10-26,7380.0,1062.0,14.40%,7600.0,1341.0,17.6%,9653517.0,8213266.0,1377790.0,1136853.0,849022.0,722523.0
2022-10-27,7092.0,1007.0,14.20%,7138.0,1338.0,18.7%,9653638.0,8213590.0,1377790.0,1136853.0,849037.0,722541.0
2022-10-28,7468.0,1041.0,13.90%,7545.0,1378.0,18.3%,9653755.0,8213989.0,1377790.0,1136853.0,849048.0,722566.0
2022-10-29,6876.0,1081.0,15.70%,7633.0,1641.0,21.5%,9653889.0,8214457.0,1377790.0,1136853.0,849060.0,722587.0
2022-10-30,4518.0,822.0,18.20%,4551.0,1039.0,22.8%,9654020.0,8214930.0,1377790.0,1136853.0,849071.0,722603.0
2022-10-31,7374.0,1559.0,21.10%,7531.0,1824.0,24.2%,9654110.0,8215158.0,1377790.0,1136853.0,849075.0,722608.0
2022-11-01,9758.0,1781.0,18.30%,9699.0,2262.0,23.3%,9654456.0,8216555.0,1377790.0,1136853.0,849087.0,722631.0
2022-11-02,8715.0,1823.0,20.90%,8796.0,2171.0,24.7%,9654802.0,8218128.0,1377790.0,1136853.0,849108.0,722666.0
2022-11-03,9321.0,2036.0,21.80%,9356.0,2569.0,27.5%,9655133.0,8219545.0,1377790.0,1136853.0,849123.0,722693.0
2022-11-04,9757.0,1859.0,19.10%,9749.0,2346.0,24.1%,9655300.0,8220106.0,1377790.0,1136853.0,849129.0,722713.0
2022-11-05,8404.0,1542.0,18.30%,8443.0,2200.0,26.1%,9655583.0,8221198.0,1377790.0,1136853.0,849138.0,722734.0
2022-11-06,6226.0,1345.0,21.60%,7059.0,2008.0,28.4%,9655701.0,8221508.0,1377790.0,1136853.0,849152.0,722749.0
2022-11-07,8761.0,2254.0,25.70%,8835.0,2720.0,30.8%,9655902.0,8222281.0,1377790.0,1136853.0,849157.0,722763.0
2022-11-08,11200.0,2557.0,22.80%,11426.0,3399.0,29.7%,9656054.0,8222957.0,1377790.0,1136853.0,849177.0,722791.0
2022-11-09,10087.0,2396.0,23.80%,10136.0,2823.0,27.9%,9656190.0,8223599.0,1377790.0,1136853.0,849188.0,722810.0
2022-11-10,10232.0,2583.0,25.20%,10455.0,3189.0,30.5%,9656352.0,8224446.0,1377790.0,1136853.0,849202.0,722839.0
2022-11-11,11129.0,2511.0,22.60%,11194.0,3452.0,30.8%,9656623.0,8225528.0,1377790.0,1136853.0,849223.0,722877.0
2022-11-12,10039.0,2261.0,22.50%,10120.0,3310.0,32.7%,9656844.0,8226230.0,1377790.0,1136853.0,849239.0,722896.0
2022-11-13,7991.0,1771.0,22.20%,8023.0,2429.0,30.3%,9656990.0,8226626.0,1377790.0,1136853.0,849245.0,722909.0
2022-11-14,10168.0,2932.0,28.80%,10266.0,3333.0,32.5%,9657112.0,8227216.0,1377790.0,1136853.0,849255.0,722923.0
2022-11-15,14045.0,3668.0,26.10%,14142.0,4850.0,34.3%,9657381.0,8227872.0,1377790.0,1136853.0,849270.0,722943.0
2022-11-16,13457.0,3474.0,25.80%,13552.0,4704.0,34.7%,9657538.0,8228712.0,1377790.0,1136853.0,849284.0,722979.0
2022-11-17,11671.0,2798.0,24.00%,11731.0,3765.0,32.1%,9657821.0,8229520.0,1377790.0,1136853.0,849298.0,723005.0
2022-11-18,11883.0,2628.0,22.10%,11962.0,3610.0,30.2%,9657998.0,8230098.0,1377790.0,1136853.0,849310.0,723018.0
2022-11-19,10763.0,2373.0,22.00%,10803.0,3451.0,31.9%,9658228.0,8230947.0,1377790.0,1136853.0,849326.0,723047.0
2022-11-20,8115.0,1789.0,22.00%,8162.0,2672.0,32.7%,9658353.0,8231329.0,1377790.0,1136853.0,849337.0,723066.0
2022-11-21,10471.0,2844.0,27.20%,10517.0,3682.0,35.0%,9658416.0,8231574.0,1377790.0,1136853.0,849341.0,723075.0
2022-11-22,13814.0,3018.0,21.80%,13808.0,4390.0,31.8%,9658666.0,8232457.0,1377790.0,1136853.0,849360.0,723105.0
2022-11-23,13788.0,3018.0,21.90%,13778.0,4338.0,31.5%,9658845.0,8233128.0,1377790.0,1136853.0,849373.0,723118.0
2022-11-24,11729.0,2550.0,21.70%,11775.0,3600.0,30.6%,9659038.0,8233722.0,1377790.0,1136853.0,849378.0,723129.0
2022-11-25,10830.0,2235.0,20.60%,10768.0,3282.0,30.5%,9659240.0,8234487.0,1377790.0,1136853.0,849383.0,723152.0
2022-11-26,10153.0,1844.0,18.20%,10059.0,3277.0,32.6%,9659240.0,8233318.0,1377790.0,1136853.0,849383.0,724321.0
2022-11-27,7426.0,1296.0,17.50%,7529.0,2102.0,27.9%,9659240.0,8231825.0,1377790.0,1136853.0,849383.0,724337.0
2022-11-28,9705.0,2020.0,20.80%,9923.0,3022.0,30.5%,9659240.0,8231820.0,1377790.0,1136853.0,849383.0,724342.0
2022-11-29,9209.0,2355.0,25.60%,12471.0,3599.0,28.9%,9659240.0,8231786.0,1377790.0,1136853.0,849383.0,724376.0
2022-11-30,8039.0,1957.0,24.30%,10783.0,3014.0,28.0%,9659240.0,8231738.0,1377790.0,1136853.0,849383.0,724424.0
2022-12-01,9088.0,1644.0,18.10%,9121.0,2643.0,29.0%,9659240.0,8302082.0,1377790.0,1136853.0,849383.0,724445.0
2022-12-02,9537.0,1441.0,15.10%,9537.0,2414.0,25.3%,9659240.0,8302643.0,1377790.0,1136853.0,849383.0,724476.0
2022-12-03,7735.0,1056.0,13.70%,7808.0,2148.0,27.5%,9659240.0,8303279.0,1377790.0,1136853.0,849383.0,724497.0
2022-12-04,5593.0,804.0,14.40%,5641.0,1422.0,25.2%,9659240.0,8303556.0,1377790.0,1136853.0,849383.0,724512.0
2022-12-05,8608.0,1248.0,14.50%,8734.0,1993.0,22.8%,9659240.0,8303814.0,1377790.0,1136853.0,849383.0,724525.0
2022-12-06,9639.0,1280.0,13.30%,9599.0,2331.0,24.3%,9659240.0,8304385.0,1377790.0,1136853.0,849383.0,724552.0
2022-12-07,7999.0,1038.0,13.00%,8055.0,1817.0,22.6%,9659240.0,8305076.0,1377790.0,1136853.0,849383.0,724584.0
2022-12-08,7102.0,818.0,11.50%,7063.0,1523.0,21.6%,9659240.0,8305718.0,1377790.0,1136853.0,849383.0,724613.0
2022-12-09,7342.0,755.0,10.30%,7334.0,1357.0,18.5%,9659240.0,8306401.0,1377790.0,1136853.0,849383.0,724644.0
2022-12-10,6478.0,603.0,9.30%,6472.0,1156.0,17.9%,9659240.0,8307160.0,1377790.0,1136853.0,849383.0,724689.0
2022-12-11,4815.0,438.0,9.10%,4620.0,850.0,18.4%,9659240.0,8307454.0,1377790.0,1136853.0,849383.0,724704.0
2022-12-12,6387.0,586.0,9.20%,6420.0,1058.0,16.5%,9659240.0,8307793.0,1377790.0,1136853.0,849383.0,724725.0
2022-12-13,7597.0,706.0,9.30%,7582.0,1186.0,15.6%,9659240.0,8308481.0,1377790.0,1136853.0,849383.0,724771.0
2022-12-14,6297.0,573.0,9.10%,6390.0,1052.0,16.5%,9659240.0,8309214.0,1377790.0,1136853.0,849383.0,724819.0
2022-12-15,6010.0,485.0,8.10%,6031.0,880.0,14.6%,9659240.0,8310485.0,1377790.0,1136853.0,849383.0,724907.0
2022-12-16,5265.0,394.0,7.50%,5276.0,688.0,13.0%,9659240.0,8311573.0,1377790.0,1136853.0,849383.0,724974.0
2022-12-17,4656.0,293.0,6.30%,4690.0,651.0,13.9%,9659240.0,8312277.0,1377790.0,1136853.0,849383.0,725027.0
2022-12-18,3350.0,284.0,8.50%,3473.0,480.0,13.8%,9659240.0,8313413.0,1377790.0,1136853.0,849383.0,725109.0
2022-12-19,5111.0,317.0,6.20%,5134.0,591.0,11.5%,9659240.0,8314338.0,1377790.0,1136853.0,849383.0,725208.0
2022-12-20,5986.0,379.0,6.30%,6023.0,707.0,11.7%,9659240.0,8315945.0,1377790.0,1136853.0,849383.0,725389.0
2022-12-21,5053.0,303.0,6.00%,4982.0,559.0,11.2%,9659240.0,8316628.0,1377790.0,1136853.0,849383.0,725447.0
2022-12-22,4616.0,280.0,6.10%,4658.0,455.0,9.8%,9659240.0,8317096.0,1377790.0,1136853.0,849383.0,725471.0
2022-12-23,4181.0,254.0,6.10%,4188.0,428.0,10.2%,9659240.0,8317588.0,1377790.0,1136853.0,849383.0,725488.0
2022-12-24,3781.0,212.0,5.60%,3778.0,362.0,9.6%,9659240.0,8318023.0,1377790.0,1136853.0,849383.0,725509.0
2022-12-25,2515.0,137.0,5.40%,2519.0,225.0,8.9%,9659240.0,8318023.0,1377790.0,1136853.0,849383.0,725509.0
2022-12-26,3713.0,185.0,5.00%,3730.0,321.0,8.6%,9659240.0,8318419.0,1377790.0,1136853.0,849383.0,725529.0
2022-12-27,4352.0,230.0,5.30%,4355.0,367.0,8.4%,9659240.0,8318824.0,1377790.0,1136853.0,849383.0,725556.0
2022-12-28,4037.0,189.0,4.70%,4057.0,359.0,8.8%,9659046.0,8318628.0,1377790.0,1136853.0,849577.0,726272.0
2022-12-29,3511.0,181.0,5.20%,3514.0,279.0,7.9%,9659046.0,8319102.0,1377790.0,1136853.0,849577.0,726292.0
2022-12-30,3705.0,156.0,4.20%,3700.0,263.0,7.1%,9659046.0,8319600.0,1377790.0,1136853.0,849577.0,726318.0
2022-12-31,3107.0,130.0,4.20%,3123.0,259.0,8.3%,9659045.0,8320068.0,1377790.0,1136853.0,849578.0,726342.0
2023-01-01,2136.0,69.0,3.20%,2135.0,132.0,6.2%,9659026.0,8320492.0,1377790.0,1136853.0,849597.0,726362.0
2023-01-02,3549.0,192.0,5.40%,3525.0,284.0,8.1%,9659022.0,8320601.0,1377790.0,1136853.0,849601.0,726374.0
2023-01-03,4768.0,210.0,4.40%,4731.0,281.0,5.9%,9659019.0,8320992.0,1377790.0,1136853.0,849604.0,726390.0
2023-01-03,3286.0,106.0,3.20%,3337.0,141.0,4.2%,9659019.0,8320992.0,1377790.0,1136853.0,849604.0,726390.0
2023-01-04,3904.0,183.0,4.70%,3880.0,262.0,6.8%,9658925.0,8321430.0,1377790.0,1136853.0,849698.0,726489.0
2023-01-05,4039.0,188.0,4.70%,4025.0,274.0,6.8%,9658907.0,8321808.0,1377790.0,1136853.0,849716.0,726508.0
2023-01-06,4276.0,151.0,3.50%,4189.0,221.0,5.3%,9658885.0,8322374.0,1377790.0,1136853.0,849738.0,726546.0
2023-01-07,4007.0,125.0,3.10%,3973.0,197.0,5.0%,9658868.0,8322944.0,1377790.0,1136853.0,849755.0,726573.0
2023-01-08,2957.0,81.0,2.70%,2957.0,143.0,4.8%,9658850.0,8323207.0,1377790.0,1136853.0,849773.0,726602.0
2023-01-09,4162.0,124.0,3.00%,4145.0,186.0,4.5%,9658837.0,8323444.0,1377790.0,1136853.0,849786.0,726625.0
2023-01-10,3961.0,146.0,3.70%,3986.0,231.0,5.8%,9658824.0,8324091.0,1377790.0,1136853.0,849799.0,726648.0
2023-01-11,4088.0,159.0,3.90%,4116.0,222.0,5.4%,9658811.0,8324614.0,1377790.0,1136853.0,849812.0,726670.0
2023-01-12,3649.0,120.0,3.30%,3696.0,194.0,5.2%,9658794.0,8325298.0,1377790.0,1136853.0,849829.0,726695.0
2023-01-13,4091.0,172.0,4.20%,4105.0,160.0,3.9%,9658770.0,8325925.0,1377790.0,1136853.0,849853.0,726724.0
2023-01-14,3437.0,84.0,2.40%,3537.0,145.0,4.1%,9658741.0,8326404.0,1377790.0,1136853.0,849882.0,726758.0
2023-01-15,2534.0,70.0,2.80%,2542.0,123.0,4.8%,9658731.0,8326702.0,1377790.0,1136853.0,849892.0,726771.0
2023-01-16,3205.0,111.0,3.50%,3231.0,187.0,5.8%,9658722.0,8327040.0,1377790.0,1136853.0,849901.0,726782.0
2023-01-17,4261.0,118.0,2.80%,4285.0,186.0,4.3%,9658680.0,8327592.0,1377790.0,1136853.0,849943.0,726838.0
2023-01-18,3390.0,84.0,2.50%,3423.0,142.0,4.1%,9658662.0,8328142.0,1377790.0,1136853.0,849961.0,726871.0
2023-01-19,3874.0,92.0,2.40%,3885.0,130.0,3.3%,9658641.0,8328508.0,1377790.0,1136853.0,849982.0,726896.0
2023-01-20,3325.0,81.0,2.40%,3333.0,135.0,4.1%,9658619.0,8328975.0,1377790.0,1136853.0,850004.0,726927.0
2023-01-21,2678.0,84.0,3.10%,2691.0,127.0,4.7%,9658608.0,8329373.0,1377790.0,1136853.0,850015.0,726946.0
2023-01-22,1497.0,45.0,3.00%,1506.0,72.0,4.8%,9658598.0,8329567.0,1377790.0,1136853.0,850025.0,726958.0
2023-01-23,1845.0,62.0,3.40%,1837.0,88.0,4.8%,9658586.0,8329517.0,1377790.0,1136853.0,850037.0,726974.0
2023-01-24,2648.0,87.0,3.30%,2654.0,132.0,5.0%,9658577.0,8329483.0,1377790.0,1136853.0,850046.0,726989.0
2023-01-25,3093.0,97.0,3.10%,3110.0,122.0,3.9%,9658567.0,8329929.0,1377790.0,1136853.0,850056.0,727005.0
2023-01-26,3264.0,64.0,2.00%,3269.0,115.0,3.5%,9658558.0,8330349.0,1377790.0,1136853.0,850065.0,727019.0
2023-01-27,3707.0,70.0,1.90%,3718.0,122.0,3.3%,9658550.0,8330844.0,1377790.0,1136853.0,850073.0,727036.0
2023-01-28,2606.0,63.0,2.40%,2624.0,110.0,4.2%,9658536.0,8331308.0,1377790.0,1136853.0,850087.0,727054.0
2023-01-29,1917.0,68.0,3.50%,1928.0,88.0,4.6%,9658530.0,8331479.0,1377790.0,1136853.0,850093.0,727059.0
2023-01-30,3355.0,97.0,2.90%,3364.0,118.0,3.5%,9658524.0,8331631.0,1377790.0,1136853.0,850099.0,727069.0
2023-01-31,3727.0,80.0,2.10%,3808.0,147.0,3.9%,9658517.0,8332123.0,1377790.0,1136853.0,850106.0,727088.0
2023-02-01,3580.0,101.0,2.80%,3632.0,138.0,3.8%,9658509.0,8332711.0,1377790.0,1136853.0,850114.0,727105.0
2023-02-02,3160.0,62.0,2.00%,3222.0,109.0,3.4%,9658496.0,8333234.0,1377790.0,1136853.0,850127.0,727126.0
2023-02-03,3401.0,61.0,1.80%,3469.0,116.0,3.3%,9658491.0,8334073.0,1377790.0,1136853.0,850132.0,727141.0
2023-02-04,2093.0,51.0,2.40%,2153.0,98.0,4.6%,9658480.0,8334523.0,1377790.0,1136853.0,850143.0,727155.0
2023-02-05,1968.0,69.0,3.50%,2038.0,131.0,6.4%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-06,3152.0,200.0,6.30%,3128.0,147.0,4.7%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-07,3581.0,90.0,2.50%,3642.0,134.0,3.7%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-08,3237.0,88.0,2.70%,3308.0,144.0,4.4%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-09,2590.0,104.0,4.00%,2635.0,138.0,5.2%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-10,2812.0,92.0,3.30%,2857.0,121.0,4.2%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-11,2718.0,76.0,2.80%,2761.0,106.0,3.8%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-12,1863.0,73.0,3.90%,1901.0,96.0,5.0%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-13,2846.0,89.0,3.10%,2908.0,121.0,4.2%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-14,3491.0,101.0,2.90%,3543.0,131.0,3.7%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-15,3307.0,109.0,3.30%,3376.0,148.0,4.4%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-16,2940.0,113.0,3.80%,2977.0,140.0,4.7%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-17,2777.0,87.0,3.10%,2818.0,118.0,4.2%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-18,2060.0,94.0,4.60%,2060.0,94.0,4.6%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-19,1858.0,48.0,2.60%,1918.0,85.0,4.4%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-20,2894.0,97.0,3.40%,2961.0,141.0,4.8%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-21,3477.0,92.0,2.60%,3526.0,124.0,3.5%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-22,2368.0,74.0,3.10%,2401.0,102.0,4.2%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-23,2685.0,97.0,3.60%,2745.0,137.0,5.0%,9658471.0,8334804.0,1377790.0,1136853.0,850152.0,727166.0
2023-02-24,2085.0,78.0,3.70%,2118.0,102.0,4.8%,9658250.0,8334201.0,1377790.0,1136853.0,850373.0,727456.0
2023-02-25,2062.0,76.0,3.70%,2116.0,106.0,5.0%,9658241.0,8334182.0,1377790.0,1136853.0,850382.0,727469.0
